CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,ARRAY(0x1a293e8),Room Cap
45162,ENGR,1401,120,Full Term ... `01-SEP to 20-DEC,Day,SENIOR ENGINEERING CLINIC I,Montalbo-Lomboy  Melissa Tabad,TR      1230 1345   (Class)`TR      1400 1515   (Class)`T       1445 1645 ROWAN 117 (Exam)`R       1015 1215 ROWAN 117 (Exam),Main,,2,10,0,0,3,7,116
45169,ENGR,1401,121,Full Term ... `01-SEP to 20-DEC,Day,HONR SENIOR ENGINRING CLINIC I,Montalbo-Lomboy  Melissa Tabad,TR      1230 1345   (Class)`TR      1400 1515   (Class)`T       1445 1645 ROWAN 117 (Exam)`R       1015 1215 ROWAN 117 (Exam),Main,,2,10,0,0,3,7,116
45163,ENGR,1401,122,Full Term ... `01-SEP to 20-DEC,Day,SENIOR ENGINEERING CLINIC I,VanKirk  Jesse Frederick,TR      1230 1345   (Class)`TR      1400 1515   (Class)`T       1445 1645 ROWAN 117 (Exam)`R       1015 1215 ROWAN 117 (Exam),Main,,2,10,0,0,2,8,116
45170,ENGR,1401,123,Full Term ... `01-SEP to 20-DEC,Day,HONR SENIOR ENGINRING CLINIC I,VanKirk  Jesse Frederick,TR      1230 1345   (Class)`TR      1400 1515   (Class)`T       1445 1645 ROWAN 117 (Exam)`R       1015 1215 ROWAN 117 (Exam),Main,,2,10,0,0,1,9,116
45164,ENGR,1401,124,Full Term ... `01-SEP to 20-DEC,Day,SENIOR ENGINEERING CLINIC I,Noshadi  Iman,TR      1230 1345   (Class)`TR      1400 1515   (Class)`T       1445 1645 ROWAN 117 (Exam)`R       1015 1215 ROWAN 117 (Exam),Main,,2,10,0,0,2,8,116
45171,ENGR,1401,125,Full Term ... `01-SEP to 20-DEC,Day,HONR SENIOR ENGINRING CLINIC I,Noshadi  Iman,TR      1230 1345   (Class)`TR      1400 1515   (Class)`T       1445 1645 ROWAN 117 (Exam)`R       1015 1215 ROWAN 117 (Exam),Main,,2,10,0,0,1,9,116
45191,ENGR,1401,126,Full Term ... `01-SEP to 20-DEC,Day,SENIOR ENGINEERING CLINIC I,Mazzucco  Dan,TR      1230 1345   (Class)`TR      1400 1515   (Class)`T       1445 1645 ROWAN 117 (Exam)`R       1015 1215 ROWAN 117 (Exam),Main,,2,10,0,0,0,10,116
45193,ENGR,1401,127,Full Term ... `01-SEP to 20-DEC,Day,HONR SENIOR ENGINRING CLINIC I,Mazzucco  Dan,TR      1230 1345   (Class)`TR      1400 1515   (Class)`T       1445 1645 ROWAN 117 (Exam)`R       1015 1215 ROWAN 117 (Exam),Main,,2,10,0,0,0,10,116
45187,ENGR,1401,128,Full Term ... `01-SEP to 20-DEC,Day,SENIOR ENGINEERING CLINIC I,Abedin Nasab  Mohammad Hossein,TR      1230 1345   (Class)`TR      1400 1515   (Class)`T       1445 1645 ROWAN 117 (Exam)`R       1015 1215 ROWAN 117 (Exam),Main,,2,10,0,0,0,10,116
45186,ENGR,1401,129,Full Term ... `01-SEP to 20-DEC,Day,HONR SENIOR ENGINRING CLINIC I,Abedin Nasab  Mohammad Hossein,TR      1230 1345   (Class)`TR      1400 1515   (Class)`T       1445 1645 ROWAN 117 (Exam)`R       1015 1215 ROWAN 117 (Exam),Main,,2,10,0,0,0,10,116
45209,ENGR,1401,130,Full Term ... `01-SEP to 20-DEC,Day,SENIOR ENGINEERING CLINIC I,Brewer  Erik Christopher,TR      1230 1345   (Class)`TR      1400 1515   (Class)`T       1445 1645 ROWAN 117 (Exam)`R       1015 1215 ROWAN 117 (Exam),Main,,2,10,0,0,0,10,116
45210,ENGR,1401,131,Full Term ... `01-SEP to 20-DEC,Day,HONR SENIOR ENGINRING CLINIC I,Brewer  Erik Christopher,TR      1230 1345   (Class)`TR      1400 1515   (Class)`T       1445 1645 ROWAN 117 (Exam)`R       1015 1215 ROWAN 117 (Exam),Main,,2,10,0,0,0,10,116
45213,ENGR,1401,132,Full Term ... `01-SEP to 20-DEC,Day,SENIOR ENGINEERING CLINIC I,Forin  Tiago Rodrigues,TR      1230 1345   (Class)`TR      1400 1515   (Class)`T       1445 1645 ROWAN 117 (Exam)`R       1015 1215 ROWAN 117 (Exam),Main,,2,10,0,0,1,9,116
45214,ENGR,1401,133,Full Term ... `01-SEP to 20-DEC,Day,HONR SENIOR ENGINRING CLINIC I,Forin  Tiago Rodrigues,TR      1230 1345   (Class)`TR      1400 1515   (Class)`T       1445 1645 ROWAN 117 (Exam)`R       1015 1215 ROWAN 117 (Exam),Main,,2,10,0,0,0,10,116
45217,ENGR,1401,134,Full Term ... `01-SEP to 20-DEC,Day,SENIOR ENGINEERING CLINIC I,Hu  Xiao,TR      1230 1345   (Class)`TR      1400 1515   (Class)`T       1445 1645 ROWAN 117 (Exam)`R       1015 1215 ROWAN 117 (Exam),Main,,2,10,0,0,0,10,116
45218,ENGR,1401,135,Full Term ... `01-SEP to 20-DEC,Day,HONR SENIOR ENGINRING CLINIC I,Hu  Xiao,TR      1230 1345   (Class)`TR      1400 1515   (Class)`T       1445 1645 ROWAN 117 (Exam)`R       1015 1215 ROWAN 117 (Exam),Main,,2,10,0,0,0,10,116
45223,ENGR,1401,136,Full Term ... `01-SEP to 20-DEC,Day,SENIOR ENGINEERING CLINIC I,Mallouk  Kaitlin E,TR      1230 1345   (Class)`TR      1400 1515   (Class)`T       1445 1645 ROWAN 117 (Exam)`R       1015 1215 ROWAN 117 (Exam),Main,,2,10,0,0,1,9,116
45224,ENGR,1401,137,Full Term ... `01-SEP to 20-DEC,Day,HONR SENIOR ENGINRING CLINIC I,Mallouk  Kaitlin E,TR      1230 1345   (Class)`TR      1400 1515   (Class)`T       1445 1645 ROWAN 117 (Exam)`R       1015 1215 ROWAN 117 (Exam),Main,,2,10,0,0,3,7,116
45232,ENGR,1401,138,Full Term ... `01-SEP to 20-DEC,Day,SENIOR ENGINEERING CLINIC I,Nelson  Katherine Grace,TR      1230 1345   (Class)`TR      1400 1515   (Class)`T       1445 1645 ROWAN 117 (Exam)`R       1015 1215 ROWAN 117 (Exam),Main,,2,10,0,0,1,9,116
45231,ENGR,1401,139,Full Term ... `01-SEP to 20-DEC,Day,HONR SENIOR ENGINRING CLINIC I,Nelson  Katherine Grace,TR      1230 1345   (Class)`TR      1400 1515   (Class)`T       1445 1645 ROWAN 117 (Exam)`R       1015 1215 ROWAN 117 (Exam),Main,,2,10,0,0,0,10,116
41490,ENGR,1410,1,Full Term ... `01-SEP to 20-DEC,Day,INTRO FINITE ELEM ANALYSIS,Chandrupatla  Tirupathi R.,MW      1530 1645 JAMES 1019 (Class)`M       1445 1645 JAMES 1019 (Exam),Main,,3,30,0,0,34,-4,36
41494,ENGR,1410,2,Full Term ... `01-SEP to 20-DEC,Evening,INTRO FINITE ELEM ANALYSIS,Chandrupatla  Tirupathi R.,M       1700 1815 JAMES 3109 (Class)`W       1700 1815 JAMES 3102 (Class)`W       1700 1900 JAMES 3102 (Exam),Main,,3,30,0,0,12,18,30
44027,ENGR,1410,3,Full Term ... `01-SEP to 20-DEC,Day,INTRO FINITE ELEM ANALYSIS,Chandrupatla  Tirupathi R.,TR      1530 1645 JAMES 1146 (Class)`T       1445 1645 JAMES 1146 (Exam),Main,,3,20,0,0,26,-6,30
45200,ENGR,1510,2,Full Term ... `01-SEP to 20-DEC,Evening,FINITE ELEMENT ANALYSIS,Chandrupatla  Tirupathi R.,M       1700 1815 JAMES 3109 (Class)`W       1700 1815 JAMES 3102 (Class)`W       1700 1900 JAMES 3102 (Exam),Main,,3,10,0,0,1,9,30
44028,ENGR,1510,3,Full Term ... `01-SEP to 20-DEC,Day,FINITE ELEMENT ANALYSIS,Chandrupatla  Tirupathi R.,TR      1530 1645 JAMES 1146 (Class)`T       1445 1645 JAMES 1146 (Exam),Main,,3,10,0,0,4,6,30
44957,ENGR,1599,1,Full Term ... `01-SEP to 20-DEC,Day,MASTERS RESEARCH,Ranganathan  Shivakumar Iyer,   ,Main,,3,3,0,0,3,0,
44992,ENGR,1599,2,Full Term ... `01-SEP to 20-DEC,Day,MASTERS RESEARCH,Slater  C. Stewart,   ,Main,,3,3,0,0,1,2,
44998,ENGR,1599,3,Full Term ... `01-SEP to 20-DEC,Day,MASTERS RESEARCH,Stanzione  Joseph F,   ,Main,,3,3,0,0,0,3,
45042,ENGR,1599,4,Full Term ... `01-SEP to 20-DEC,Day,MASTERS RESEARCH,Polikar  Robi,   ,Main,,3,3,0,0,1,2,
45051,ENGR,1599,5,Full Term ... `01-SEP to 20-DEC,Day,MASTERS RESEARCH,Wu  Ben,   ,Main,,3,3,0,0,1,2,
45052,ENGR,1599,6,Full Term ... `01-SEP to 20-DEC,Day,MASTERS RESEARCH,Bouaynaya  Nidhal,   ,Main,,3,3,0,0,3,0,
45091,ENGR,1599,7,Full Term ... `01-SEP to 20-DEC,Day,MASTERS RESEARCH,Nazari  Rouzbeh,   ,Main,,3,3,0,0,1,2,
45107,ENGR,1599,8,Full Term ... `01-SEP to 20-DEC,Day,MASTERS RESEARCH,Nazari  Rouzbeh,   ,Main,,6,1,0,0,2,-1,
45197,ENGR,1599,9,Full Term ... `01-SEP to 20-DEC,Day,MASTERS RESEARCH,Mehta  Yusuf,   ,Main,,3,3,0,0,1,2,
45198,ENGR,1599,10,Full Term ... `01-SEP to 20-DEC,Day,MASTERS RESEARCH,Mehta  Yusuf,   ,Main,,6,3,0,0,1,2,
45196,ENGR,1599,11,Full Term ... `01-SEP to 20-DEC,Day,MASTERS RESEARCH,Schmalzel  John L.,   ,Main,,3,3,0,0,1,2,
45235,ENGR,1599,12,Full Term ... `01-SEP to 20-DEC,Day,MASTERS RESEARCH,Haas  Francis M.,   ,Main,,3,3,0,0,1,2,
45238,ENGR,1599,13,Full Term ... `01-SEP to 20-DEC,Day,MASTERS RESEARCH,Kadlowec  Jennifer A.,   ,Main,,3,3,0,0,1,2,
45245,ENGR,1599,14,Full Term ... `01-SEP to 20-DEC,Day,MASTERS RESEARCH,Xue  Wei,   ,Main,,3,3,0,0,3,0,
44738,ENGR,1600,1,Full Term ... `01-SEP to 20-DEC,Day,TOUGHTALK: GRAD SEM IN ENGR,Bouaynaya  Nidhal,F       1530 1645 ROWAN 102 (Class)`F       1700 1900 ROWAN 102 (Exam),Main,,0,25,0,0,6,19,35
44778,ENGR,1602,1,Full Term ... `01-SEP to 20-DEC,Day,STR TECH WRTNG/WNNG GRANT PROP,STAFF,,Main,,2,0,0,0,0,0,
44730,ENGR,1699,1,Full Term ... `01-SEP to 20-DEC,Day,DOCTORAL RESEARCH/DISSERTATION,Byrne  Mark E,   ,Main,,3,0,0,0,2,-2,
44999,ENGR,1699,2,Full Term ... `01-SEP to 20-DEC,Day,DOCTORAL RESEARCH/DISSERTATION,Stanzione  Joseph F,   ,Main,,3,3,0,0,1,2,
45105,ENGR,1699,3,Full Term ... `01-SEP to 20-DEC,Day,DOCTORAL RESEARCH/DISSERTATION,Bouaynaya  Nidhal,   ,Main,,3,3,0,0,1,2,
45106,ENGR,1699,4,Full Term ... `01-SEP to 20-DEC,Day,DOCTORAL RESEARCH/DISSERTATION,Bouaynaya  Nidhal,   ,Main,,3,3,0,0,1,2,
45103,ENGR,1699,5,Full Term ... `01-SEP to 20-DEC,Day,DOCTORAL RESEARCH/DISSERTATION,Nazari  Rouzbeh,   ,Main,,3,3,0,0,1,2,
45104,ENGR,1699,6,Full Term ... `01-SEP to 20-DEC,Day,DOCTORAL RESEARCH/DISSERTATION,Nazari  Rouzbeh,   ,Main,,3,3,0,0,0,3,
45172,ENGR,1699,7,Full Term ... `01-SEP to 20-DEC,Day,DOCTORAL RESEARCH/DISSERTATION,Shin  Sangho,   ,Main,,3,3,0,0,2,1,
45178,ENGR,1699,8,Full Term ... `01-SEP to 20-DEC,Day,DOCTORAL RESEARCH/DISSERTATION,Mandayam  Shreekanth A.,   ,Main,,3,3,0,0,1,2,
45180,ENGR,1699,9,Full Term ... `01-SEP to 20-DEC,Day,DOCTORAL RESEARCH/DISSERTATION,Beachley  Vincent Z,   ,Main,,3,3,0,0,1,2,
45199,ENGR,1699,10,Full Term ... `01-SEP to 20-DEC,Day,DOCTORAL RESEARCH/DISSERTATION,Ranganathan  Shivakumar Iyer,   ,Main,,3,3,0,0,1,2,
45254,ENGR,1699,11,Full Term ... `01-SEP to 20-DEC,Day,DOCTORAL RESEARCH/DISSERTATION,Xue  Wei,   ,Main,,3,1,0,0,1,0,
43773,ENST,94102,1,Full Term ... `01-SEP to 20-DEC,Day,ENVIRON STUD: SOC PERS,Howell  Jordan P,F       0930 1045 ROBSON 306 (Class)`F       1015 1215 ROBSON 306 (Exam)`F       1100 1215 ROBSON 306 (Class),Main,,3,35,1,-10,34,1,40
43774,ENST,94321,1,Full Term ... `01-SEP to 20-DEC,Day,ENV STUD: FLD METHOD/RSRCH DES,Crumrine  Patrick W.,M       1230 1345 SCIENC 241 (Lab)`M       1400 1515 SCIENC 241 (Lab)`WF      1230 1345 SCIENC 234 (Lecture)`F       1445 1645 SCIENC 234 (Exam),Main,,4,24,0,0,20,4,26
42705,ENT,6100,1,Full Term ... `01-SEP to 20-DEC,Evening,ENTREPRENEURIAL EXPERIENCES,Byrd  Kimble,W       1700 1815 BUNCE 107 (Class)`W       1700 1900 BUNCE 107 (Exam),Main,,0,50,1,-13,49,1,58
42706,ENT,6240,1,Full Term ... `01-SEP to 20-DEC,Day,ENTREPRENEURSHIP/INNOVATION,Ross  Linda,MW      0930 1045 ENTPRZ 506 (Class)`W       1015 1215 ENTPRZ 506 (Exam),Main,,3,31,0,0,29,2,46
42707,ENT,6240,2,Full Term ... `01-SEP to 20-DEC,Day,ENTREPRENEURSHIP/INNOVATION,Boerner  Stephen J,MW      1230 1345 ENTPRZ 506 (Class)`W       1230 1430 ENTPRZ 506 (Exam),Main,,3,31,0,0,33,-2,46
42709,ENT,6240,3,Full Term ... `01-SEP to 20-DEC,Day,ENTREPRENEURSHIP/INNOVATION,Ross  Linda,MW      1530 1645 ENTPRZ 506 (Class)`M       1445 1645 ENTPRZ 506 (Exam),Main,,3,31,0,0,31,0,46
42712,ENT,6240,4,Full Term ... `01-SEP to 20-DEC,Evening,ENTREPRENEURSHIP/INNOVATION,Ross  Linda,MW      1700 1815 ENTPRZ 506 (Class)`W       1700 1900 ENTPRZ 506 (Exam),Main,,3,31,0,0,29,2,46
42711,ENT,6426,1,Full Term ... `01-SEP to 20-DEC,Day,NEW VENTURE DEVELOPMENT,Byrd  Kimble,MW      1400 1515 BUNCE 321 (Class)`W       1445 1645 BUNCE 321 (Exam),Main,,3,31,0,0,23,8,24
43766,ESL,1,1,Full Term ... `01-SEP to 20-DEC,Day,ESL LEVEL 1,STAFF,MTWR    0900 1500 RUCAB 506 (Class),Camden,,0,0,0,0,6,-6,14
43767,ESL,2,1,Full Term ... `01-SEP to 20-DEC,Day,ESL LEVEL 2,STAFF,MTWR    0900 1500 RUCAB 511 (Class),Camden,,0,0,0,0,13,-13,18
43768,ESL,3,1,Full Term ... `01-SEP to 20-DEC,Day,ESL LEVEL 3,STAFF,MTWR    0900 1500 RUCAB 311 (Class),Camden,,0,0,0,0,17,-17,31
43769,ESL,4,1,Full Term ... `01-SEP to 20-DEC,Day,ESL LEVEL 4,STAFF,MTWR    0900 1500 RUCAB 512 (Class),Camden,,0,0,0,0,13,-13,18
43770,ESL,5,1,Full Term ... `01-SEP to 20-DEC,Day,ESL LEVEL 5,STAFF,MTWR    0900 1500 RUCAB 306 (Class),Camden,,0,0,0,0,10,-10,25
42540,ESL,8110,1,Full Term ... `01-SEP to 20-DEC,Day,ENG SEC LANG I,Rothschild  Christopher Richar,MW      0930 1045 JAMES 2099 (Class)`W       1015 1215 JAMES 2099 (Exam),Main,,3,15,0,0,2,13,16
42541,ESL,8111,1,Full Term ... `01-SEP to 20-DEC,Day,ENG SEC LANG II,Rothschild  Christopher Richar,MW      1100 1215 JAMES 2099 (Class)`M       1015 1215 JAMES 2099 (Exam),Main,,3,15,0,0,2,13,16
42542,ESL,8112,1,Full Term ... `01-SEP to 20-DEC,Day,ENG SEC LANG III,Rothschild  Christopher Richar,F       0930 1045 JAMES 2099 (Class)`F       1015 1215 JAMES 2099 (Exam)`F       1100 1215 JAMES 2099 (Class),Main,,3,15,0,0,2,13,16
42384,ESL,8120,1,Full Term ... `01-SEP to 20-DEC,Day,ADV ACAD ENGL:NON-NAT SPKRS,Gilfillan  Kenneth,MTWRF   0930 1045   (Class)`MTWRF   1100 1215   (Class),Camden,,9,15,0,0,4,11,
42841,FIN,4300,1,Full Term ... `01-SEP to 20-DEC,Day,PRINCIPLES OF FINANCE,McGrath  William Patrick,TR      1230 1345 BUNCE 107 (Class)`R       1230 1430 BUNCE 107 (Exam),Main,,3,30,0,0,35,-5,58
42842,FIN,4300,2,Full Term ... `01-SEP to 20-DEC,Day,PRINCIPLES OF FINANCE This section for Accounting and Finance majors only`,Wang  Jia,WF      0930 1045 BUNCE 109 (Class)`F       1015 1215 BUNCE 109 (Exam),Main,,3,30,0,0,30,0,30
42843,FIN,4300,3,Full Term ... `01-SEP to 20-DEC,Day,PRINCIPLES OF FINANCE,Wang  Jia,WF      1100 1215 BUNCE 109 (Class)`F       1230 1430 BUNCE 109 (Exam),Main,,3,30,0,0,30,0,30
42844,FIN,4300,4,Full Term ... `01-SEP to 20-DEC,Day,PRINCIPLES OF FINANCE,Uygur  Ozge,WF      1100 1215 BUNCE 105 (Class)`F       1230 1430 BUNCE 105 (Exam),Main,,3,30,0,0,30,0,30
42845,FIN,4300,5,Full Term ... `01-SEP to 20-DEC,Day,PRINCIPLES OF FINANCE,Mihok  Timothy G,MW      0800 0915 ENTPRZ 406 (Class)`W       0800 1000 ENTPRZ 406 (Exam),Main,,3,30,0,0,32,-2,32
42846,FIN,4300,6,Full Term ... `01-SEP to 20-DEC,Day,PRINCIPLES OF FINANCE,Scarpa  Robert F,TR      0930 1045 BOZ 130 (Class)`R       1015 1215 BOZ 130 (Exam),Main,,3,30,0,0,34,-4,38
42847,FIN,4300,7,Full Term ... `01-SEP to 20-DEC,Day,PRINCIPLES OF FINANCE,McGrath  William Patrick,TR      0930 1045 BUNCE 107 (Class)`R       1015 1215 BUNCE 107 (Exam),Main,,3,30,0,0,34,-4,58
43944,FIN,4300,8,Full Term ... `01-SEP to 20-DEC,Day,PRINCIPLES OF FINANCE,Uygur  Ozge,W       1230 1345 BUNCE 252 (Class)`F       1230 1345 BUNCE 105 (Class)`F       1445 1645 BUNCE 105 (Exam),Main,,3,27,0,0,27,0,30
43945,FIN,4300,9,Full Term ... `01-SEP to 20-DEC,Evening,PRINCIPLES OF FINANCE,Daga  Kishor K,M       1830 1945 BOZ 129 (Class)`M       1900 2100 BOZ 129 (Exam)`M       2000 2115 BOZ 129 (Class),Main,,3,30,0,0,34,-4,40
42848,FIN,4327,1,Full Term ... `01-SEP to 20-DEC,Evening,SEL TOPICS IN FINANCE: FP & A,Singkamanand  Patrick P,W       1830 1945 JAMES 3110 (Class)`W       1900 2100 JAMES 3110 (Exam)`W       2000 2115 JAMES 3110 (Class),Main,,3,30,0,0,29,1,36
42807,FIN,4330,1,Full Term ... `01-SEP to 20-DEC,Evening,SUPV INTERNSHIP-FINANCE Primarily hybrid Please contact Ms. Cindy Sykes (sykes@rowan.edu) for application and approval forms.`,Meric  Gulser,T       1700 1815 BUNCE 105 (Class)`T       1700 1900 BUNCE 105 (Exam),Main,,3,15,0,0,12,3,30
44757,FIN,4358,1,Full Term ... `01-SEP to 20-DEC,Evening,BANK MANAGEMENT,Isik  Ihsan,T       1830 1945 WILSON 212 (Class)`T       1900 2100 WILSON 212 (Exam)`T       2000 2115 WILSON 212 (Class),Main,,3,30,0,0,27,3,30
42808,FIN,4422,1,Full Term ... `01-SEP to 20-DEC,Evening,FINANCIAL MANAGEMENT I,Murphy  Todd E.,R       1830 1945 ENTPRZ 506 (Class)`R       1900 2100 ENTPRZ 506 (Exam)`R       2000 2115 ENTPRZ 506 (Class),Main,,3,30,0,0,32,-2,46
42809,FIN,4422,2,Full Term ... `01-SEP to 20-DEC,Online,FINANCIAL MANAGEMENT I ONLINE.  AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Meric  Gulser,   ,Online,,3,30,0,0,33,-3,
42810,FIN,4422,3,Full Term ... `01-SEP to 20-DEC,Day,FINANCIAL MANAGEMENT I,Meric  Gulser,TR      1400 1515 BOZ 130 (Class)`R       1445 1645 BOZ 130 (Exam),Main,,3,30,0,0,31,-1,38
42811,FIN,4431,1,Full Term ... `01-SEP to 20-DEC,Evening,INVESTMENTS,Folkinshteyn  Daniel,MW      1700 1815 ROBSON 323 (Class)`W       1700 1900 ROBSON 323 (Exam),Main,,3,30,0,0,30,0,30
43946,FIN,4431,2,Full Term ... `01-SEP to 20-DEC,Day,INVESTMENTS,Folkinshteyn  Daniel,MW      1230 1345 WHITNY CL-202 (Class)`W       1230 1430 WHITNY CL-202 (Exam),Main,,3,30,0,0,32,-2,60
43947,FIN,4431,3,Full Term ... `01-SEP to 20-DEC,Day,INVESTMENTS,Folkinshteyn  Daniel,MW      1530 1645 BOZ 130 (Class)`M       1445 1645 BOZ 130 (Exam),Main,,3,30,0,0,29,1,38
43948,FIN,4431,4,Full Term ... `01-SEP to 20-DEC,Evening,INVESTMENTS,STAFF,,Main,,3,0,0,0,0,0,
43949,FIN,4433,1,Full Term ... `01-SEP to 20-DEC,Day,FINANCIAL INST & MARKETS,Isik  Ihsan,MW      1530 1645 ENTPRZ 406 (Class)`M       1445 1645 ENTPRZ 406 (Exam),Main,,3,30,0,0,31,-1,32
43950,FIN,4433,2,Full Term ... `01-SEP to 20-DEC,Evening,FINANCIAL INST & MARKETS,Isik  Ihsan,W       1830 1945 ENTPRZ 517 (Class)`W       1900 2100 ENTPRZ 517 (Exam)`W       2000 2115 ENTPRZ 517 (Class),Main,,3,30,0,0,32,-2,40
42812,FIN,4433,3,Full Term ... `01-SEP to 20-DEC,Evening,FINANCIAL INST & MARKETS,Isik  Ihsan,M       1830 1945 BOZ 130 (Class)`M       1900 2100 BOZ 130 (Exam)`M       2000 2115 BOZ 130 (Class),Main,,3,30,0,0,31,-1,38
41910,FIN,4500,1,Full Term ... `01-SEP to 20-DEC,Evening,FINANCIAL DECISION MAKING,STAFF,,Main,,3,0,0,0,0,0,
41906,FIN,4500, 1C,CGCE Module Two Online ... `25-OCT to 19-DEC,Online,FINANCIAL DECISION MAKING ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR MBA PROGRAM STUDENTS.`,Uygur  Ozge,   ,Online,Materials `Required,3,30,0,0,30,0,
41911,FIN,4540,1,Full Term ... `01-SEP to 20-DEC,Evening,FINANICAL INSTITUTIONS MGNT,STAFF,,Main,,3,0,0,0,0,0,
41899,FIN,4600, 1S,CGCE Module Two Online ... `25-OCT to 19-DEC,Online,INVEST ANALYSIS/PORTFOLIO MGNT ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR MBA PROGRAM STUDENTS.`,Wang  Jia,   ,Online,,3,30,0,0,7,23,
44216,FMED,6260M,Y10,SOM Term ... `08-AUG to 19-MAY,Day,ON DOCTORING I,Plasner  Samantha Mara`Vermeulen  Meagan W.`,   ,Stratford,,1,999,0,0,157,842,
44217,FMED,6261M,Y10,SOM Term ... `08-AUG to 19-MAY,Day,ON DOCTORING I (PBL),Scali  Victor J.,   ,Stratford,,1,999,0,0,30,969,
44228,FMED,7260M,Y20,SOM Term ... `01-AUG to 05-MAY,Day,ON DOCTORING II,Moore  Rebecca Christiane`Olson  Aubrey Marisa`,   ,Stratford,,1,999,0,0,162,837,
44229,FMED,7261M,Y20,SOM Term ... `01-AUG to 05-MAY,Day,ON DOCTORING II (PBL),STAFF,   ,Stratford,,1,999,0,0,7,992,
44372,FMED,8102M,3XA,SOM Term ... `05-JUL to 25-SEP,Day,FAMILY MEDICINE,Caudle  Jennifer Nicole,   ,Stratford,,1,999,0,0,38,961,
44373,FMED,8102M,3XB,SOM Term ... `26-SEP to 18-DEC,Day,FAMILY MEDICINE,Caudle  Jennifer Nicole,   ,Stratford,,1,999,0,0,38,961,
43510,FNDS,21150,1,Full Term ... `01-SEP to 20-DEC,Evening,HIST OF AMERICAN ED This section for Freshmen only`,Holder  Kit,T       1700 1815 JAMES 3091B (Class)`T       1700 1900 JAMES 3091B (Exam)`T       1830 1945 JAMES 3091B (Class),Main,,3,24,1,1,16,7,36
43511,FNDS,21150,2,Full Term ... `01-SEP to 20-DEC,Day,HIST OF AMERICAN ED-RS This section for Freshmen only`,Holder  Kit,MW      0800 0915 JAMES 2104 (Class)`W       0800 1000 JAMES 2104 (Exam),Main,,3,20,1,-11,20,0,30
43512,FNDS,21150,3,Full Term ... `01-SEP to 20-DEC,Evening,HIST OF AMERICAN ED,Iovino  Sabino T,M       2000 2115 JAMES 1112 (Class)`M       2100 2300 JAMES 1112 (Exam)`M       2130 2245 JAMES 1112 (Class),Main,,3,30,1,1,22,7,36
43513,FNDS,21150,4,Full Term ... `01-SEP to 20-DEC,Day,HIST OF AMERICAN ED-RS This section for Freshmen only`,Spinella  Gloria,F       0800 0915 WILSON 212 (Class)`F       0800 1000 WILSON 212 (Exam)`F       0930 1045 WILSON 212 (Class),Main,,3,20,1,-6,20,0,30
43514,FNDS,21150,5,Full Term ... `01-SEP to 20-DEC,Day,HIST OF AMERICAN ED This section for Freshmen only`,Holder  Kit,TR      0800 0915 JAMES 2104 (Class)`R       0800 1000 JAMES 2104 (Exam),Main,,3,30,1,-3,26,4,30
43515,FNDS,21150,6,Full Term ... `01-SEP to 20-DEC,Day,HIST OF AMERICAN ED This section for Freshmen only`,Holder  Kit,TR      0930 1045 JAMES 2104 (Class)`R       1015 1215 JAMES 2104 (Exam),Main,,3,24,1,-4,24,0,30
43516,FNDS,21150,7,Full Term ... `01-SEP to 20-DEC,Day,HIST OF AMERICAN ED This section for Freshmen Education Majors only`,Pizzillo  Joseph,M       1015 1215 JAMES 3102 (Exam)`M       1100 1215 JAMES 3102 (Class)`W       1100 1215 LBRARY 126 (Class),Main,,3,30,1,-12,21,9,30
43517,FNDS,21150,8,Full Term ... `01-SEP to 20-DEC,Day,HIST OF AMERICAN ED This section for Freshmen Education Majors only`,Pizzillo  Joseph,MW      1230 1345 ROBSON 324 (Class)`W       1230 1430 ROBSON 324 (Exam),Main,,3,30,1,-7,17,13,30
43518,FNDS,21150,9,Full Term ... `01-SEP to 20-DEC,Evening,HIST OF AMERICAN ED,Iovino  Sabino T,W       2000 2115 JAMES 1112 (Class)`W       2100 2300 JAMES 1112 (Exam)`W       2130 2245 JAMES 1112 (Class),Main,,3,30,1,0,28,2,36
43519,FNDS,21150,10,Full Term ... `01-SEP to 20-DEC,Day,HIST OF AMERICAN ED-RS This section for Freshmen only`,Sung  Kenzo Ka-Fai,TR      1400 1515 JAMES 1119 (Class)`R       1445 1645 JAMES 1119 (Exam),Main,,3,20,20,0,21,-1,32
43520,FNDS,21150,11,Full Term ... `01-SEP to 20-DEC,Day,HIST OF AMERICAN ED-RS This section for Freshmen only`,Stewart  Angela,TR      1530 1645 JAMES 1119 (Class)`T       1445 1645 JAMES 1119 (Exam),Main,,3,20,1,-10,21,-1,32
44087,FNDS,21150,12,Full Term ... `01-SEP to 20-DEC,Online,HIST OF AMERICAN ED ONLINE. AFTER REGISTRATION  VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Foley  Raymond K,   ,Online,,3,30,0,0,30,0,
