Subj,Crse,Sect,(Type) 0,Day 0,Times 0, Building and Room 0,(Type) 1,Day 1,Times 1, Building and Room 1,(Type) 2,Day 2,Times 2, Building and Room 2,(Type) 3,Day 3,Times 3, Building and Room 3,(Type) 4,Day 4,Times 4, Building and Room 4,(Type) 5,Day 5,Times 5, Building and Room 5,(Type) 6,Day 6,Times 6, Building and Room 6,(Type) 7,Day 7,Times 7, Building and Room 7,(Type) 8,Day 8,Times 8, Building and Room 8,(Type) 9,Day 9,Times 9, Building and Room 9,(Type) 10,Day 10,Times 10, Building and Room 10,Session,CRN,Title,Prof,Campus,Hrs
MIS,02150,  2,(Class),M,0930 to 1045,BUNCE 156,(Class),W,0930 to 1045,BUNCE 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42661,INTEGRATED BUS SOFTWR TOOLS-RS,Sweet Sequetta F,Main,3
MIS,02150,  3,(Class),T,0800 to 0915,BUNCE 156,(Class),R,0800 to 0915,BUNCE 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42662,INTEGRATED BUS SOFTWR TOOLS-RS,STAFF,Main,3
MIS,02150,  4,(Class),T,0930 to 1045,BUNCE 156,(Class),R,0930 to 1045,BUNCE 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42663,INTEGRATED BUS SOFTWR TOOLS-RS,STAFF,Main,3
MIS,02150,  5,(Class),T,1400 to 1515,BUNCE 156,(Class),R,1400 to 1515,BUNCE 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42664,INTEGRATED BUS SOFTWR TOOLS-RS,STAFF,Main,3
MIS,02234,  1,(Class),M,1230 to 1345,SAVITZ 341,(Class),W,1230 to 1345,SAVITZ 341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42665,MANAGEMENT INFORMATION SYSTEMS Contains 5 weeks SAP content`,Milovich Michael,Main,3
MIS,02234,  2,(Class),T,1100 to 1215,BOZ 129,(Class),R,1100 to 1215,BOZ 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42666,MANAGEMENT INFORMATION SYSTEMS Contains 5 weeks SAP content`,Shen Yide,Main,3
MIS,02234,  3,(Class),T,1400 to 1515,BOZ 129,(Class),R,1400 to 1515,BOZ 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42667,MANAGEMENT INFORMATION SYSTEMS Contains 5 weeks SAP content`,Shen Yide,Main,3
MIS,02234,  4,(Class),M,1830 to 1945,SAVITZ 341,(Class),M,2000 to 2115,SAVITZ 341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42668,MANAGEMENT INFORMATION SYSTEMS Contains 5 weeks SAP content`,STAFF,Main,3
MIS,02234,  5,(Class),T,1830 to 1945,SAVITZ 341,(Class),T,2000 to 2115,SAVITZ 341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42669,MANAGEMENT INFORMATION SYSTEMS Contains 5 weeks SAP content`,STAFF,Main,3
MIS,02234,  6,(Class),W,1830 to 1945,BUNCE 321,(Class),W,2000 to 2115,BUNCE 321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42670,MANAGEMENT INFORMATION SYSTEMS Contains 5 weeks SAP content`,STAFF,Main,3
MIS,02234,  7,(Class),R,1830 to 1945,SCIENC 338,(Class),R,2000 to 2115,SCIENC 338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42671,MANAGEMENT INFORMATION SYSTEMS Contains 5 weeks SAP content`,Angelastro John F,Main,3
MIS,02234,  8,(Class),F,1100 to 1215,BOZ 118,(Class),F,1230 to 1345,BOZ 118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42672,MANAGEMENT INFORMATION SYSTEMS Contains 5 weeks SAP content`,STAFF,Main,3
MIS,02234,  9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,42779,MANAGEMENT INFORMATION SYSTEMS Contains 5 weeks SAP content ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,STAFF,Online,3
MIS,02322,  1,(Class),M,1530 to 1645,BOZ 129,(Class),W,1530 to 1645,BOZ 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42673,PRINC OF SYSTEM DESIGN,Milovich Michael,Main,3
MIS,02327,  1,(Class),W,1830 to 1945,SAVITZ 341,(Class),W,2000 to 2115,SAVITZ 341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42674,NETWORK MANAGEMENT,STAFF,Main,3
MIS,02330,  1,(Class),M,1230 to 1345,BUNCE 156,(Class),W,1230 to 1345,BUNCE 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42675,BUSINESS SYSTEMS,Nicholson Jennifer Ann,Main,3
MIS,02333,  1,(Class),M,1400 to 1515,BUNCE 321,(Class),W,1400 to 1515,BUNCE 321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42676,E-BUSINESS:IS PERSPEC-WI,Sweet Sequetta F,Main,3
MIS,02338,  1,(Class),T,0930 to 1045,BOZ 129,(Class),R,0930 to 1045,BOZ 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42677,DESIGN DATABASE SYS,Kung LeeAnn,Main,3
MIS,02338,  2,(Class),T,1230 to 1345,BOZ 129,(Class),R,1230 to 1345,BOZ 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42678,DESIGN DATABASE SYS,Kung LeeAnn,Main,3
MIS,02344,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42781,SUPERVISED INTERN IN MIS,STAFF,Main,3
MIS,02428,  1,(Class),M,1830 to 1945,BUNCE 156,(Class),M,2000 to 2115,BUNCE 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42679,BUSINESS WEB APPLICATIONS,Nicholson Jennifer Ann,Main,3
MIS,02428,  2,(Class),F,0930 to 1045,BUNCE 156,(Class),F,1100 to 1215,BUNCE 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42680,BUSINESS WEB APPLICATIONS,Nicholson Jennifer Ann,Main,3
MIS,02500, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,41902,ISSUES IN MIS ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR MBA PROGRAM STUDENTS.`,Shen Yide,Online,3
MIS,02500, 2C,(Class),M,1830 to 1945,BCTC 144D,(Class),M,2000 to 2115,BCTC 144D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hybrid,44748,ISSUES IN MIS This section is held at Rowan College at Burlington County. HYBRID. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED ONLINE. FOR MBA PROGRAM STUDENTS.`,STAFF,Rowan College at Burlington Co,3
MIS,02515, 1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,41901,ELECTRONIC COMMERCE ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR MBA PROGRAM STUDENTS.`,STAFF,Online,3
MKT,09101,  1,(Class),M,0800 to 0915,BUNCE 321,(Class),W,0800 to 0915,BUNCE 321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42681,MKT AND THE BUS ENVIRONMT-RS,Watson Renee DiCiano,Main,3
MKT,09101,  2,(Class),M,0930 to 1045,BUNCE 321,(Class),W,0930 to 1045,BUNCE 321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42682,MKT AND THE BUS ENVIRONMT-RS,Watson Renee DiCiano,Main,3
MKT,09101,  3,(Class),T,1100 to 1215,BUNCE 321,(Class),R,1100 to 1215,BUNCE 321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42683,MKT AND THE BUS ENVIRONMT-RS,Nate David,Main,3
MKT,09101,  4,(Class),T,1400 to 1515,BUNCE 105,(Class),R,1400 to 1515,BUNCE 105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42684,MKT AND THE BUS ENVIRONMT-RS,Nate David,Main,3
MKT,09112,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44765,MKTBIS ENGAGE/CAREER EXPLOR,Guner Berrin,Main,0
MKT,09200,  1,(Class),M,0800 to 0915,SAVITZ 341,(Class),W,0800 to 0915,SAVITZ 341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42685,PRINCIPLES OF MARKETING,STAFF,Main,3
MKT,09200,  2,(Class),M,0930 to 1045,SAVITZ 341,(Class),W,0930 to 1045,SAVITZ 341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42686,PRINCIPLES OF MARKETING,STAFF,Main,3
MKT,09200,  3,(Class),M,1230 to 1345,BOZ 129,(Class),W,1230 to 1345,BOZ 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42687,PRINCIPLES OF MARKETING Majors Only`,Lucius Harold,Main,3
MKT,09200,  4,(Class),T,0800 to 0915,BUNCE 105,(Class),R,0800 to 0915,BUNCE 105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42688,PRINCIPLES OF MARKETING,Patterson Patrice Hecker,Main,3
MKT,09200,  5,(Class),T,0930 to 1045,BUNCE 321,(Class),R,0930 to 1045,BUNCE 321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42689,PRINCIPLES OF MARKETING,Patterson Patrice Hecker,Main,3
MKT,09200,  6,(Class),T,1230 to 1345,SAVITZ 341,(Class),R,1230 to 1345,SAVITZ 341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42690,PRINCIPLES OF MARKETING Majors Only`,Puckett Bruce E,Main,3
MKT,09200,  7,(Class),T,1530 to 1645,BOZ 129,(Class),R,1530 to 1645,BOZ 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42691,PRINCIPLES OF MARKETING,STAFF,Main,3
MKT,09200,  8,(Class),R,1830 to 1945,SAVITZ 341,(Class),R,2000 to 2115,SAVITZ 341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42692,PRINCIPLES OF MARKETING,Puckett Bruce E,Main,3
MKT,09200,  9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,42780,PRINCIPLES OF MARKETING ONLINE. AFTER REGISTRATION PLEASE VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,STAFF,Online,3
MKT,09305,  1,(Class),M,0930 to 1045,BOZ 129,(Class),W,0930 to 1045,BOZ 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42693,INTERNET MARKETING,Liu Xia,Main,3
MKT,09315,  1,(Class),M,1230 to 1345,BUNCE 321,(Class),W,1230 to 1345,BUNCE 321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42694,PERSONAL SELLING,Lewis Phillip A.,Main,3
MKT,09315,  2,(Class),M,1530 to 1645,BUNCE 321,(Class),W,1530 to 1645,BUNCE 321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42695,PERSONAL SELLING,Lewis Phillip A.,Main,3
MKT,09315,  3,(Class),T,1230 to 1345,BUNCE 321,(Class),R,1230 to 1345,BUNCE 321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42696,PERSONAL SELLING,Patterson Patrice Hecker,Main,3
MKT,09320,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42782,INDEP STUDY-MARKETING,STAFF,Main,3
MKT,09330,  1,(Class),T,0930 to 1045,SAVITZ 341,(Class),R,0930 to 1045,SAVITZ 341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42697,MARKETING CHANNELS,Pontes Manuel,Main,3
MKT,09330,  2,(Class),T,1400 to 1515,SAVITZ 341,(Class),R,1400 to 1515,SAVITZ 341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42698,MARKETING CHANNELS,Pontes Manuel,Main,3
MKT,09350,  1,(Class),F,0930 to 1045,BOZ 129,(Class),F,1100 to 1215,BOZ 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42699,MGMT ADV PROMOTION,Watson Renee DiCiano,Main,3
MKT,09360,  1,(Class),M,1700 to 1815,SAVITZ 341,(Class),W,1700 to 1815,SAVITZ 341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42700,SERVICES MARKETING,Krey Nina,Main,3
MKT,09360,  2,(Class),T,1700 to 1815,BOZ 129,(Class),R,1700 to 1815,BOZ 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42701,SERVICES MARKETING,STAFF,Main,3
MKT,09375,  1,(Class),M,1400 to 1515,BOZ 129,(Class),W,1400 to 1515,BOZ 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42702,BUSINESS LOGISTICS,Johnson Andrew E.,Main,3
MKT,09375,  2,(Class),T,1830 to 1945,BUNCE 105,(Class),T,2000 to 2115,BUNCE 105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42703,BUSINESS LOGISTICS,Nate David,Main,3
MKT,09376,  1,(Class),T,1100 to 1215,SAVITZ 341,(Class),R,1100 to 1215,SAVITZ 341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42704,CONSUMER BEHAVIOR,Barbro Patrick A,Main,3
MKT,09376,  2,(Class),T,1530 to 1645,SAVITZ 341,(Class),R,1530 to 1645,SAVITZ 341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42708,CONSUMER BEHAVIOR,Barbro Patrick A,Main,3
MKT,09376,  3,(Class),T,1830 to 1945,BOZ 129,(Class),T,2000 to 2115,BOZ 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42713,CONSUMER BEHAVIOR,STAFF,Main,3
MKT,09379,  1,(Class),M,1400 to 1515,SAVITZ 341,(Class),W,1400 to 1515,SAVITZ 341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42714,INTERNATIONAL MARKETING,Liu Xia,Main,3
MKT,09379,  2,(Class),M,1530 to 1645,SAVITZ 341,(Class),W,1530 to 1645,SAVITZ 341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42715,INTERNATIONAL MARKETING,Liu Xia,Main,3
MKT,09384,  1,(Class),M,1400 to 1515,BUNCE 156,(Class),W,1400 to 1515,BUNCE 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42718,RES METHODS/MARKET-WI,Krey Nina,Main,3
MKT,09384,  2,(Class),T,1230 to 1345,BUNCE 156,(Class),R,1230 to 1345,BUNCE 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42721,RES METHODS/MARKET-WI,Espinosa Jennifer Anne,Main,3
MKT,09384,  3,(Class),R,1830 to 1945,BUNCE 156,(Class),R,2000 to 2115,BUNCE 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42724,RES METHODS/MARKET-WI,Pontes Manuel,Main,3
MKT,09384,  4,(Class),T,1100 to 1215,BUNCE 156,(Class),R,1100 to 1215,BUNCE 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42727,RES METHODS/MARKET-WI,Espinosa Jennifer Anne,Main,3
MKT,09386,  1,(Class),T,1700 to 1815,BUNCE 321,(Class),R,1700 to 1815,BUNCE 321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42731,THE MARKETING PLAN,Puckett Bruce E,Main,3
MKT,09387,  1,(Class),M,1830 to 1945,BUNCE 252,(Class),M,2000 to 2115,BUNCE 252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42737,SUPPLY CHAIN MGT/LOGISTICS,STAFF,Main,3
MKT,09390,  1,(Class),W,1830 to 1945,BOZ 129,(Class),W,2000 to 2115,BOZ 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42740,SEL TPS:SOCIAL MEDIA MARKETING,STAFF,Main,3
MKT,09390,  2,(Class),M,1830 to 1945,BOZ 118,(Class),M,2000 to 2115,BOZ 118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,43990,SEL TPS:MARKETING CONSULTANCY,Guner Berrin,Main,3
MKT,09390,  3,(Class),M,1700 to 1815,BOZ 129,(Class),W,1700 to 1815,BOZ 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,43991,SEL TPS:GLOBAL SUPPLY CHAIN,Johnson Andrew E.,Main,3
MKT,09391,  1,(Class),R,1830 to 1945,BOZ 129,(Class),R,2000 to 2115,BOZ 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42742,BUSINESS TO BUSINESS MARKETING,STAFF,Main,3
MKT,09403,  1,(Class),M,1530 to 1645,BUNCE 156,(Class),W,1530 to 1645,BUNCE 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42769,STRATEGIC MARKETING MANAGMENT,Lucius Harold,Main,3
MKT,09403,  2,(Class),T,1830 to 1945,BUNCE 156,(Class),T,2000 to 2115,BUNCE 156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,42772,STRATEGIC MARKETING MANAGMENT,Lucius Harold,Main,3
MKT,09411,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,42783,SUPV INTERNSHIP MRKT,STAFF,Main,3
MKT,09500,  1,(Class),R,1830 to 1945,ENTPRZ 417,(Class),R,2000 to 2115,ENTPRZ 417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41919,MARKETING MANAGEMENT,Lewis Phillip A.,Main,3
MKT,09575,  1,(Class),M,1830 to 1945,BUNCE 252,(Class),M,2000 to 2115,BUNCE 252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evening,41918,INTRO LOGISTICS SPPLY CHN MGT,STAFF,Main,3
MPI,00503,  1,(Class),W,0900 to 1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44155,MOL PATH & IMMUNO SEMINARMDL/Hum:  NOCR**FOR DIRECTIONS PLEASE VISIThttp://www.mdlab.com/umdnj/html/directions.htmlMDL/HUMIGEN CAMPUS LOCATED IN HAMILTON NJAPPROX 45 MINUTES FROM THE STRATFORD CAMPUS`,Nickels Joseph T.,Stratford,2
MPI,00603,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44158,MOL PATH & IMMUNO READINGS IIPrerequisite: Readings in MPI - IInstructor: MenorMDL/Hum:  NOCR**FOR DIRECTIONS PLEASE VISIThttp://www.mdlab.com/umdnj/html/directions.htmlMDL/HUMIGEN CAMPUS LOCATED IN HAMILTON NJAPPROX 45 MINUTES FROM THE STRATFORD CAMPUS`,STAFF,Stratford,2
MPI,00680,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44156,MOL PATH & IMMUN LAB ROT IInstructor: MentorMSMPI Students OnlyMDL/Hum:  NOCR**FOR DIRECTIONS PLEASE VISIThttp://www.mdlab.com/umdnj/html/directions.htmlMDL/HUMIGEN CAMPUS LOCATED IN HAMILTON NJAPPROX 45 MINUTES FROM THE STRATFORD CAMPUS`,STAFF,Stratford,1
MPI,00681,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44157,MOL PATH & IMMUN LAB ROT IIInstructor: MentorMSMPI Students OnlyMDL/Hum:  NOCR**FOR DIRECTIONS PLEASE VISIThttp://www.mdlab.com/umdnj/html/directions.htmlMDL/HUMIGEN CAMPUS LOCATED IN HAMILTON NJAPPROX 45 MINUTES FROM THE STRATFORD CAMPUS`,STAFF,Stratford,1
MPI,00690,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,44159,MOL PATH & IMMUN THESIS RSRCHInstructor: MentorLimited to MSMPI StudentsMDL/Hum:  NOCR**FOR DIRECTIONS PLEASE VISIThttp://www.mdlab.com/umdnj/html/directions.htmlMDL/HUMIGEN CAMPUS LOCATED IN HAMILTON NJAPPROX 45 MINUTES FROM THE STRATFORD CAMPUS`,STAFF,Stratford,5
MUS,01053,  1,(Class),W,1400 to 1515,WILSON 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40042,STUDENT RECITALS,Depasquale Lawrence,Main,0
MUS,01101,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40211,PROFESSIONAL APPLIED INSTR 1,Appleby-Wineberg Bryan Kent,Main,4
MUS,01101,  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40212,PROFESSIONAL APPLIED INSTR 1,Atanasiu George,Main,4
MUS,01101,  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40213,PROFESSIONAL APPLIED INSTR 1,Atanasiu Lenuta C.,Main,4
MUS,01101,  4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40214,PROFESSIONAL APPLIED INSTR 1,Boguslavsky Lidia,Main,4
MUS,01101,  5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40215,PROFESSIONAL APPLIED INSTR 1,Schwarz Timothy John,Main,4
MUS,01101,  6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40216,PROFESSIONAL APPLIED INSTR 1,Boring Daniel S,Main,4
MUS,01101,  7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40217,PROFESSIONAL APPLIED INSTR 1,Brown Brian E,Main,4
MUS,01101,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40218,PROFESSIONAL APPLIED INSTR 1,Cox Carl M,Main,4
MUS,01101,  9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40219,PROFESSIONAL APPLIED INSTR 1,Guida John J,Main,4
MUS,01101, 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40220,PROFESSIONAL APPLIED INSTR 1,Huebner Rie Suzuki,Main,4
MUS,01101, 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40221,PROFESSIONAL APPLIED INSTR 1,Linn Richard,Main,4
MUS,01101, 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40222,PROFESSIONAL APPLIED INSTR 1,Mapp Douglas,Main,4
MUS,01101, 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40223,PROFESSIONAL APPLIED INSTR 1,Mayes Joseph,Main,4
MUS,01101, 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40224,PROFESSIONAL APPLIED INSTR 1,Mayes Kathleen l,Main,4
MUS,01101, 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40225,PROFESSIONAL APPLIED INSTR 1,Powell Timothy J,Main,4
MUS,01101, 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40226,PROFESSIONAL APPLIED INSTR 1,Rosen Michelle,Main,4
MUS,01101, 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40227,PROFESSIONAL APPLIED INSTR 1,Snyder Mark S,Main,4
MUS,01101, 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40228,PROFESSIONAL APPLIED INSTR 1,Tomasone Adeline,Main,4
MUS,01101, 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40229,PROFESSIONAL APPLIED INSTR 1,Turk Gordon H,Main,4
MUS,01101, 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40230,PROFESSIONAL APPLIED INSTR 1,Wilson Lyndsie E,Main,4
MUS,01101, 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40231,PROFESSIONAL APPLIED INSTR 1,Witten Dean,Main,4
MUS,01101, 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40232,PROFESSIONAL APPLIED INSTR 1,Zuponcic Veda,Main,4
MUS,01102,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40233,PROFESSIONAL APPLIED INSTR 2,Appleby-Wineberg Bryan Kent,Main,4
MUS,01102,  2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40234,PROFESSIONAL APPLIED INSTR 2,Atanasiu George,Main,4
MUS,01102,  3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40235,PROFESSIONAL APPLIED INSTR 2,Atanasiu Lenuta C.,Main,4
MUS,01102,  4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40236,PROFESSIONAL APPLIED INSTR 2,Timofeev Alexander V.,Main,4
MUS,01102,  5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40237,PROFESSIONAL APPLIED INSTR 2,Schwarz Timothy John,Main,4
MUS,01102,  6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40238,PROFESSIONAL APPLIED INSTR 2,Boring Daniel S,Main,4
MUS,01102,  7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40239,PROFESSIONAL APPLIED INSTR 2,Brown Brian E,Main,4
MUS,01102,  8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40240,PROFESSIONAL APPLIED INSTR 2,Cox Carl M,Main,4
MUS,01102,  9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40241,PROFESSIONAL APPLIED INSTR 2,Guida John J,Main,4
MUS,01102, 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40242,PROFESSIONAL APPLIED INSTR 2,Huebner Rie Suzuki,Main,4
MUS,01102, 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Day,40243,PROFESSIONAL APPLIED INSTR 2,Linn Richard,Main,4
