CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,ARRAY(0x1bc0048),Room Cap
43330,LAWJ,05369,  2,Full Term ... `01-SEP to 20-DEC,Day,THEORIES OF CRIME,Houser Kimberly A,TR      1230 1345 LBRARY 525 (Class),Main,,3,20,0,0,20,0,22
43331,LAWJ,05369,  3,Full Term ... `01-SEP to 20-DEC,Day,THEORIES OF CRIME,Foglia Wanda D.,MW      1230 1345 WINANS 111 (Class),Main,,3,25,0,0,23,2,36
43332,LAWJ,05369,  4,Full Term ... `01-SEP to 20-DEC,Day,THEORIES OF CRIME,Schell-Busey Natalie Marie,TR      1230 1345 LBRARY 403 (Class),Main,,3,22,0,0,22,0,25
43237,LAWJ,05369,  5,Full Term ... `01-SEP to 20-DEC,Evening,THEORIES OF CRIME,Gould Maureen T,M       2000 2115 RUCAB 111 (Class)`M       2130 2245 RUCAB 111 (Class),Camden,,3,27,0,0,4,23,27
43333,LAWJ,05369,  6,Full Term ... `01-SEP to 20-DEC,Day,THEORIES OF CRIME,Houser Kimberly A,TR      1100 1215 LBRARY 578 (Class),Main,,3,30,0,0,30,0,32
43271,LAWJ,05369, 1C,CGCE Module Two Online ... `25-OCT to 19-DEC,Online,THEORIES OF CRIME ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION BA IN LAW & JUSTICE PROGRAM STUDENTS.`,Schell-Busey Natalie Marie,   ,Online,Materials `Required,3,20,0,0,20,0,
43334,LAWJ,05380,  1,Full Term ... `01-SEP to 20-DEC,Day,CRIMINAL JUSTICE RESEARCH,Johnson Joseph D,T       0930 1045 WINANS 111 (Class)`T       1100 1215 WINANS 111 (Class),Main,,3,20,0,0,20,0,36
43335,LAWJ,05380,  2,Full Term ... `01-SEP to 20-DEC,Day,CRIMINAL JUSTICE RESEARCH,Johnson Joseph D,R       0930 1045 WINANS 111 (Class)`R       1100 1215 WINANS 111 (Class),Main,,3,30,0,0,30,0,36
43336,LAWJ,05380,  3,CGCE Module One Online ... `30-AUG to 24-OCT,Online,CRIMINAL JUSTICE RESEARCH ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Jiao Allan Yong,   ,Online,,3,20,0,0,15,5,
43337,LAWJ,05380,  4,Full Term ... `01-SEP to 20-DEC,Day,CRIMINAL JUSTICE RESEARCH,Phillips Lorraine M,M       0800 0915 LBRARY 403 (Class)`M       0930 1045 LBRARY 403 (Class),Main,,3,22,0,0,14,8,25
43338,LAWJ,05380,  5,Full Term ... `01-SEP to 20-DEC,Day,CRIMINAL JUSTICE RESEARCH,Samsel Tiffany J,W       1400 1515 LBRARY 578 (Class)`W       1530 1645 LBRARY 578 (Class),Main,,3,32,0,0,32,0,32
43319,LAWJ,05392,  1,Full Term ... `01-SEP to 20-DEC,Day,CRIMINAL JUSTICE ADMIN,Kinkler Karl,TR      0930 1045 LBRARY 126 (Class),Main,,3,35,0,0,6,29,40
43339,LAWJ,05401,  1,Full Term ... `01-SEP to 20-DEC,Day,LAW AND HUMAN RIGHTS,Davey Joseph P.,R       0930 1045 LBRARY 403 (Class)`R       1100 1215 LBRARY 403 (Class),Main,,3,22,0,0,22,0,25
43340,LAWJ,05401,  2,Full Term ... `01-SEP to 20-DEC,Day,LAW AND HUMAN RIGHTS,Davey Joseph P.,T       1400 1515 LBRARY 403 (Class)`T       1530 1645 LBRARY 403 (Class),Main,,3,22,0,0,21,1,25
43341,LAWJ,05401,  3,Full Term ... `01-SEP to 20-DEC,Evening,LAW AND HUMAN RIGHTS,Fay Erin,W       1830 1945 LBRARY 525 (Class)`W       2000 2115 LBRARY 525 (Class),Main,,3,20,0,0,20,0,22
43238,LAWJ,05401,  4,Full Term ... `01-SEP to 20-DEC,Evening,LAW AND HUMAN RIGHTS,Hoerner Meghan J,T       2000 2115 RUCAB 311 (Class)`T       2130 2245 RUCAB 311 (Class),Camden,,3,30,0,0,26,4,31
43288,LAWJ,05401,  5,Full Term ... `01-SEP to 20-DEC,Online,LAW AND HUMAN RIGHTS ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Rhea Harry Michael,   ,Online,,3,20,0,0,20,0,
43343,LAWJ,05415,  1,Full Term ... `01-SEP to 20-DEC,Day,SEL TOP:MASS MURDER,Capellan Joel Alfredo,F       0930 1045 LBRARY 403 (Class)`F       1100 1215 LBRARY 403 (Class),Main,,3,22,0,0,6,16,25
43344,LAWJ,05415,  2,Full Term ... `01-SEP to 20-DEC,Day,SEL TOP:ORGANIZED CRIME,Anastasia George E,T       1530 1645 LBRARY 126 (Class)`T       1700 1815 LBRARY 126 (Class),Main,,3,35,0,0,10,25,40
43348,LAWJ,05415,  3,Full Term ... `01-SEP to 20-DEC,Day,SEL TOP:ADV TP LAW ENFORCEMENT,Sorg Evan Thomas,TR      1230 1345 WINANS 111 (Class),Main,,3,35,0,0,14,21,36
43350,LAWJ,05415,  4,Full Term ... `01-SEP to 20-DEC,Evening,SEL TOP:CASINO CRIME/SECURITY,Errera Donald A,T       1830 1945 LBRARY 126 (Class)`T       2000 2115 LBRARY 126 (Class),Main,,3,35,0,0,8,27,40
43351,LAWJ,05415,  5,Full Term ... `01-SEP to 20-DEC,Day,SEL TOP:GANGS,Jones James Jerome,M       0800 0915 LBRARY 126 (Class)`M       0930 1045 LBRARY 126 (Class),Main,,3,35,0,0,8,27,40
43352,LAWJ,05415,  6,Full Term ... `01-SEP to 20-DEC,Day,SEL TOP:ECOLOGICAL CRIME,Vigorita Michael S.,R       0930 1045 LBRARY 525 (Class)`R       1100 1215 LBRARY 525 (Class),Main,,3,20,0,0,1,19,22
43354,LAWJ,05469,  1,Full Term ... `01-SEP to 20-DEC,Day,SEM LAW/JUST-WI,Vigorita Michael S.,T       0930 1045 LBRARY 525 (Class)`T       1100 1215 LBRARY 525 (Class),Main,,3,20,0,0,20,0,22
43355,LAWJ,05469,  2,Full Term ... `01-SEP to 20-DEC,Day,SEM LAW/JUST-WI,Vigorita Michael S.,F       0930 1045 LBRARY 578 (Class)`F       1100 1215 LBRARY 578 (Class),Main,,3,20,0,0,18,2,32
43357,LAWJ,05469,  3,Full Term ... `01-SEP to 20-DEC,Day,SEM LAW/JUST-WI Police`,Jiao Allan Yong,M       1230 1345 LBRARY 403 (Class)`M       1400 1515 LBRARY 403 (Class),Main,,3,20,0,0,18,2,25
43265,LAWJ,05469, 1C,CGCE Module One Online ... `30-AUG to 24-OCT,Online,SEM LAW/JUST-WI Police ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION BA IN LAW & JUSTICE PROGRAM STUDENTS.`,Jiao Allan Yong,   ,Online,Materials `Required,3,20,0,0,16,4,
43681,LDTC,18503,  1,Full Term ... `01-SEP to 20-DEC,Evening,FOUND LRNG DISABILITIES,Paparo Nanci L,R       1700 1815 JAMES 3112 (Class)`R       1830 1945 JAMES 3112 (Class),Main,,3,25,0,0,4,21,30
42927,LDTC,18503, 1C,CGCE Module Two Online ... `25-OCT to 19-DEC,Online,FOUND LRNG DISABILITIES ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION IIE PROGRAMS.`,Lee Jiyeon,   ,Online,,3,25,0,0,8,17,
43641,LDTC,18504,  1,Full Term ... `01-SEP to 20-DEC,Evening,ASSESS LRNG DISABIL,Paparo Nanci L,W       1700 1815 JAMES 1128 (Class),Main,,3,12,0,0,5,7,30
43828,LDTC,18510,  1,Full Term ... `01-SEP to 20-DEC,Evening,APPL LRN THEORY SPED,STAFF,,Main,,3,0,0,0,0,0,
43682,LDTC,18516,  1,Full Term ... `01-SEP to 20-DEC,Evening,APPLIED TESTS AND MEASUREMENTS,Vitalone Raccaro Nancy A,T       1700 1815 JAMES 3091B (Class)`T       1830 1945 JAMES 3091B (Class),Main,,3,25,0,0,2,23,36
43632,LDTC,18520, 1S,Full Term ... `01-SEP to 20-DEC,Online,NEURO BAS ED DISORD ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Mikitish Michael Jude,   ,Online,Materials `Required,3,25,0,0,13,12,
44448,LDTC,18600,  1,Full Term ... `01-SEP to 20-DEC,Evening,SEM/RSRCH IN LRNG DISABIL,Kuder Sydney,W       1700 1815 JAMES 3044 (Class)`W       1830 1945 JAMES 3044 (Class),Main,,3,12,0,0,6,6,20
40031,MAPR,01547, 1C,Full Term ... `01-SEP to 20-DEC,Online,TECHNIQUES IN COMMUNICATION ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION SCHOOL PR COGS.`,Kim Bokyung,   ,Online,,3,30,0,0,5,25,
40033,MAPR,01550, 1C,Full Term ... `01-SEP to 20-DEC,Online,INTRO COMMUNICATIONS RESEARCH ONLINE. AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED. FOR EXTENSION IMCNM AND SCHOOL PR COGS.`,Basso Joseph N.,   ,Online,Materials `Required,3,30,0,0,7,23,
42246,MAPR,01551,  1,Full Term ... `01-SEP to 20-DEC,Evening,PUBLIC RELATIONS OVERVIEW,Novak Alison Nicole,M       1830 1945 301HGH 216 (Class)`M       2000 2115 301HGH 216 (Class),Main,,3,19,0,0,12,7,19
42247,MAPR,01572,  1,Full Term ... `01-SEP to 20-DEC,Evening,SP TP PR:VISUAL PR,Dunnington Donald L.,W       1830 1945 301HGH 305 (Class)`W       2000 2115 301HGH 305 (Class),Main,,3,10,0,0,8,2,29
42212,MAPR,01610,  1,Full Term ... `01-SEP to 20-DEC,Day,INTERNSHIP,STAFF,   ,Off-campus,,3,20,0,0,0,20,
42249,MAPR,01620,  1,Full Term ... `01-SEP to 20-DEC,Evening,SEMINAR,Basso Joseph N.,T       1700 1815 301HGH 326 (Class)`T       1830 1945 301HGH 326 (Class),Main,,3,10,0,0,3,7,15
42250,MAPR,01620,  2,Full Term ... `01-SEP to 20-DEC,Day,SEMINAR,FitzGerald Suzanne D.,T       1400 1515 301HGH 326 (Class)`T       1530 1645 301HGH 326 (Class),Main,,3,8,0,0,3,5,15
43022,MATH,01000,  1,Full Term ... `01-SEP to 20-DEC,Day,MATHEMATICS LEARNING COMMUNITY,STAFF,M       1100 1215 JAMES 3114 (Class),Main,,0,0,0,0,53,-53,60
43710,MATH,01094,  1,Rowan Select Classes ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA I This section for Rowan Select students only`,Rutter Shawn J.,MW      0800 0850 JAMES 2094 (Class),Main,,2,16,0,0,16,0,16
43711,MATH,01094,  2,Full Term ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA I,STAFF,MW      1400 1450 JAMES 2095 (Class),Main,,2,20,0,0,14,6,18
43712,MATH,01094,  3,Full Term ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA I,Henry Maille D,MW      1100 1150 JAMES 2095 (Class),Main,,2,18,0,0,13,5,18
43713,MATH,01094,  4,Full Term ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA I,Kennedy John F.,TR      1100 1150 JAMES 2095 (Class),Main,,2,18,0,0,15,3,18
43714,MATH,01094,  5,Full Term ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA I,Brumberg Marsha,MW      1530 1620 JAMES 2095 (Class),Main,,2,18,0,0,10,8,18
43715,MATH,01094,  6,Full Term ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA I,Cioffi Doris M,MW      1530 1620 JAMES 2094 (Class),Main,,2,16,0,0,9,7,16
43716,MATH,01094,  7,Full Term ... `01-SEP to 20-DEC,Evening,BASIC ALGEBRA I,Cioffi Doris M,MW      1700 1750 JAMES 2094 (Class),Main,,2,16,0,0,10,6,16
43717,MATH,01094,  8,Rowan Select Classes ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA I This section for Rowan Select students only`,Kautz Natalie Lynn,TR      1530 1620 JAMES 2094 (Class),Main,,2,16,0,0,16,0,16
43718,MATH,01094,  9,Rowan Select Classes ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA I This section for Rowan Select students only`,Kautz Natalie Lynn,MW      1100 1150 JAMES 2094 (Class),Main,,2,16,0,0,16,0,16
43719,MATH,01094, 10,Rowan Select Classes ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA I This section for Rowan Select students only`,Kautz Natalie Lynn,MW      1230 1320 JAMES 2094 (Class),Main,,2,16,0,0,16,0,16
43720,MATH,01094, 11,Rowan Select Classes ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA I This section for Rowan Select students only`,Rutter Shawn J.,MW      0930 1020 JAMES 2103 (Class),Main,,2,22,0,0,22,0,30
43721,MATH,01094, 12,Rowan Select Classes ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA I This section for Rowan Select students only`,Kautz Natalie Lynn,TR      1400 1450 JAMES 2094 (Class),Main,,2,16,0,0,16,0,16
43722,MATH,01094, 13,Rowan Select Classes ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA I This section for Rowan Select students only`,Rutter Shawn J.,MW      1100 1150 JAMES 2102 (Class),Main,,2,22,0,0,22,0,36
43723,MATH,01094, 14,Full Term ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA I,Ferguson Robert E,TR      1400 1450 JAMES 2095 (Class),Main,,2,18,0,0,13,5,18
43724,MATH,01094, 15,Full Term ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA I,Henry Maille D,MW      0930 1020 JAMES 2094 (Class),Main,,2,18,0,0,14,4,16
43725,MATH,01094, 16,Full Term ... `01-SEP to 20-DEC,Evening,BASIC ALGEBRA I,Henely Rochelle,TR      1700 1750 JAMES 2095 (Class),Main,,2,18,0,0,11,7,18
43726,MATH,01094, 17,Full Term ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA I,STAFF,TR      1530 1620 JAMES 1019 (Class),Main,,2,20,0,0,13,7,36
43727,MATH,01094, 18,Full Term ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA I,Taylor Ronald H,MW      0930 1020 JAMES 2095 (Class),Main,,2,18,0,0,10,8,18
43708,MATH,01094, 19,Full Term ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA I,Kennedy John F.,TR      1530 1620 RUCAB 309 (Class),Camden,,2,20,0,0,19,1,25
44152,MATH,01094, 20,Full Term ... `01-SEP to 20-DEC,Online,BASIC ALGEBRA I ONLINE.  AFTER REGISTRATION VISIT ROWANONLINE.COM/PORTAL TO GET STARTED.`,Hughes Gayle Margaret,   ,Online,,2,20,0,0,1,19,
44936,MATH,01094, 21,Rowan Select Classes ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA I This section for Rowan Select students only.`,Rodano Carol Ann,TR      0800 0850 JAMES 2094 (Class),Main,,2,16,0,0,15,1,16
44937,MATH,01094, 22,Rowan Select Classes ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA I This section for Rowan Select students only.`,Rodano Carol Ann,TR      1100 1150 JAMES 2094 (Class),Main,,2,16,0,0,10,6,16
43728,MATH,01095,  1,Full Term ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA II,STAFF,,Main,,2,0,0,0,0,0,
43729,MATH,01095,  2,Full Term ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA II,Rodano Carol Ann,TR      0930 1020 JAMES 2094 (Class),Main,,2,16,0,0,12,4,16
43730,MATH,01095,  3,Full Term ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA II,STAFF,,Main,,2,0,0,0,0,0,
43731,MATH,01095,  4,Full Term ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA II,Henry Maille D,MW      1230 1320 JAMES 2095 (Class),Main,,2,18,0,0,18,0,18
43732,MATH,01095,  5,Full Term ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA II,Ferguson Robert E,TR      1530 1620 JAMES 2095 (Class),Main,,2,18,0,0,13,5,18
43733,MATH,01095,  6,Rowan Select Classes ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA II This section for Rowan Select students only`,Kautz Natalie Lynn,MW      0800 0850 ROBSON 204 (Class),Main,,2,20,0,0,17,3,24
43734,MATH,01095,  7,Full Term ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA II,Bonafiglia Sherri,TR      0930 1020 JAMES 2095 (Class),Main,,2,18,0,0,9,9,18
43735,MATH,01095,  8,Rowan Select Classes ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA II This section for Rowan Select students only`,Rutter Shawn J.,TR      1400 1450 LBRARY 401 (Class),Main,,2,20,0,0,18,2,22
43736,MATH,01095,  9,Full Term ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA II,STAFF,MW      0800 0850 JAMES 2095 (Class),Main,,2,18,0,0,11,7,18
43737,MATH,01095, 10,Rowan Select Classes ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA II This section for Rowan Select students only`,STAFF,TR      1530 1620 WILSON 213 (Class),Main,,2,18,0,0,12,6,22
43738,MATH,01095, 11,Rowan Select Classes ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA II This section for Rowan Select students only`,Rutter Shawn J.,TR      0800 0850 JAMES 2095 (Class),Main,,2,18,0,0,13,5,18
43739,MATH,01095, 12,Full Term ... `01-SEP to 20-DEC,Evening,BASIC ALGEBRA II,Brumberg Marsha,MW      1700 1750 JAMES 2095 (Class),Main,,2,16,0,0,7,9,18
43740,MATH,01095, 13,Full Term ... `01-SEP to 20-DEC,Evening,BASIC ALGEBRA II,Henely Rochelle,TR      1830 1920 JAMES 2094 (Class),Main,,2,16,0,0,1,15,16
43741,MATH,01095, 14,Full Term ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA II,Bonafiglia Sherri,TR      1230 1320 JAMES 2094 (Class),Main,,2,16,0,0,16,0,16
43742,MATH,01095, 15,Full Term ... `01-SEP to 20-DEC,Day,BASIC ALGEBRA II,Bonafiglia Sherri,TR      1100 1150 WILSON 204 (Class),Main,,2,20,0,0,21,-1,24
43709,MATH,01095, 16,Full Term ... `01-SEP to 20-DEC,Evening,BASIC ALGEBRA II,Kennedy John F.,TR      1700 1750 CAMDEN 410 (Class),Camden,,2,18,0,0,0,18,18
43881,MATH,01115,  1,Full Term ... `01-SEP to 20-DEC,Evening,CONTEMP MATHEMATICS,Schiffman Jay L.,T       1830 1945 CAMDEN 416 (Class)`T       2000 2115 CAMDEN 416 (Class),Camden,,3,25,0,0,10,15,30
43023,MATH,01115,  2,Full Term ... `01-SEP to 20-DEC,Day,CONTEMP MATHEMATICS,STAFF,MW      0800 0915 JAMES 2102 (Class),Main,,3,35,1,-12,35,0,36
43024,MATH,01115,  3,Full Term ... `01-SEP to 20-DEC,Day,CONTEMP MATHEMATICS,Hughes Gayle Margaret,TR      0800 0915 JAMES 2102 (Class),Main,,3,35,1,-11,35,0,36
43025,MATH,01115,  4,Full Term ... `01-SEP to 20-DEC,Day,CONTEMP MATHEMATICS,STAFF,MW      1100 1215 JAMES 1115 (Class),Main,,3,35,1,-11,35,0,36
43026,MATH,01115,  5,Full Term ... `01-SEP to 20-DEC,Day,CONTEMP MATHEMATICS,STAFF,TR      1100 1215 ROBSON 101B (Class),Main,,3,35,1,-10,35,0,40
43027,MATH,01115,  6,Full Term ... `01-SEP to 20-DEC,Evening,CONTEMP MATHEMATICS,Marchetta Anthony J,MW      1700 1815 JAMES 2101 (Class),Main,,3,35,1,-10,35,0,36
43028,MATH,01115,  7,Full Term ... `01-SEP to 20-DEC,Evening,CONTEMP MATHEMATICS,Mateescu Vincent L,TR      1830 1945 JAMES 1115 (Class),Main,,3,35,1,0,14,21,36
43029,MATH,01115,  8,Full Term ... `01-SEP to 20-DEC,Evening,CONTEMP MATHEMATICS,STAFF,TR      2000 2115 JAMES 1115 (Class),Main,,3,35,1,0,3,32,36
43030,MATH,01115,  9,Full Term ... `01-SEP to 20-DEC,Day,CONTEMP MATHEMATICS,STAFF,TR      1400 1515 JAMES 3091A (Class),Main,,3,35,1,-9,35,0,60
43032,MATH,01115, 10,Full Term ... `01-SEP to 20-DEC,Evening,CONTEMP MATHEMATICS,Davidson Adam N.,TR      1700 1815 ROBSON 101B (Class),Main,,3,35,1,-11,35,0,40
43033,MATH,01115, 11,Rowan Select Classes ... `01-SEP to 20-DEC,Day,CONTEMP MATHEMATICS This section for Rowan Select students only`,Fine Ira A,MW      1400 1515 ROBSON 310 (Class),Main,,3,21,0,0,20,1,31
43034,MATH,01115, 12,Rowan Select Classes ... `01-SEP to 20-DEC,Day,CONTEMP MATHEMATICS This section for Rowan Select students only`,Urban Christopher Robert,MW      1530 1645 ROBSON 212 (Class),Main,,3,21,0,0,21,0,40
43036,MATH,01115, 13,Rowan Select Classes ... `01-SEP to 20-DEC,Day,CONTEMP MATHEMATICS This section for Rowan Select students only`,Urban Christopher Robert,MW      0800 0915 JAMES 2105 (Class),Main,,3,21,0,0,21,0,30
43037,MATH,01115, 14,Rowan Select Classes ... `01-SEP to 20-DEC,Day,CONTEMP MATHEMATICS This section for Rowan Select students only`,Volz Elizabeth L,TR      1400 1515 ROBSON 310 (Class),Main,,3,21,0,0,20,1,31
43038,MATH,01115, 15,Rowan Select Classes ... `01-SEP to 20-DEC,Day,CONTEMP MATHEMATICS This section for Rowan Select students only`,Fine Ira A,MW      1230 1345 JAMES 2105 (Class),Main,,3,21,0,0,20,1,30
43041,MATH,01115, 16,Rowan Select Classes ... `01-SEP to 20-DEC,Day,CONTEMP MATHEMATICS This section for Rowan Select students only`,STAFF,TR      1530 1645 WHITNY CL-201 (Class),Main,,3,21,0,0,21,0,60
43046,MATH,01115, 17,Full Term ... `01-SEP to 20-DEC,Evening,CONTEMP MATHEMATICS,MacDonald David Charles,M       1830 1945 ROBSON 227 (Class)`M       2000 2115 ROBSON 227 (Class),Main,,3,35,1,-3,15,20,50
43047,MATH,01115, 18,Full Term ... `01-SEP to 20-DEC,Evening,CONTEMP MATHEMATICS,STAFF,W       1830 1945 ENTPRZ 406 (Class)`W       2000 2115 ENTPRZ 406 (Class),Main,,3,30,1,0,9,21,32
43048,MATH,01115, 19,Rowan Select Classes ... `01-SEP to 20-DEC,Day,CONTEMP MATHEMATICS This section for Rowan Select students only`,Volz Elizabeth L,TR      0800 0915 ENTPRZ 406 (Class),Main,,3,21,0,0,21,0,32
43052,MATH,01115, 20,Rowan Select Classes ... `01-SEP to 20-DEC,Day,CONTEMP MATHEMATICS This section for Rowan Select students only`,STAFF,TR      0930 1045 ENTPRZ 406 (Class),Main,,3,21,0,0,21,0,32
43059,MATH,01122,  1,Full Term ... `01-SEP to 20-DEC,Evening,PRE-CALCULUS,STAFF,TR      1700 1840 ROBSON 227 (Class),Main,,4,35,1,-10,35,0,50
43061,MATH,01122,  2,Full Term ... `01-SEP to 20-DEC,Day,PRE-CALCULUS,STAFF,MWF     0800 0915 ROBSON 101A (Class),Main,,4,35,1,-13,33,2,40
43065,MATH,01122,  3,Full Term ... `01-SEP to 20-DEC,Evening,PRE-CALCULUS,STAFF,TR      1855 2035 ROBSON 227 (Class),Main,,4,35,1,0,14,21,50
43075,MATH,01122,  4,Full Term ... `01-SEP to 20-DEC,Evening,PRE-CALCULUS,Rulon Wayne E,MW      1700 1840 ROBSON 101A (Class),Main,,4,35,1,-9,34,1,40
43078,MATH,01122,  5,Full Term ... `01-SEP to 20-DEC,Day,PRE-CALCULUS,Mathew Panakkal X,MWF     1100 1215 JAMES 2101 (Class),Main,,4,35,1,-10,35,0,36
43081,MATH,01122,  6,Full Term ... `01-SEP to 20-DEC,Day,PRE-CALCULUS,Page Theodore,MWF     0930 1045 ROBSON 101A (Class),Main,,4,35,1,-13,35,0,40
43083,MATH,01122,  7,Full Term ... `01-SEP to 20-DEC,Day,PRE-CALCULUS,Benson Fang-Chi,TRF     0930 1045 JAMES 1115 (Class),Main,,4,35,1,-12,35,0,36
43087,MATH,01122,  8,Full Term ... `01-SEP to 20-DEC,Day,PRE-CALCULUS,Benson Fang-Chi,TRF     1100 1215 JAMES 3114 (Class),Main,,4,35,1,-15,34,1,60
43088,MATH,01122,  9,Full Term ... `01-SEP to 20-DEC,Evening,PRE-CALCULUS,Rulon Wayne E,MW      1855 2035 ROBSON 101A (Class),Main,,4,35,1,-1,14,21,40
43089,MATH,01122, 10,Full Term ... `01-SEP to 20-DEC,Day,PRE-CALCULUS,STAFF,MWF     1530 1645 ROBSON 101B (Class),Main,,4,35,1,-15,35,0,40
43090,MATH,01122, 11,Rowan Select Classes ... `01-SEP to 20-DEC,Day,PRE-CALCULUS This section for Rowan Select students only`,Urban Christopher Robert,MW      1230 1345 ROBSON 310 (Class)`F       1230 1320 ROBSON 324 (Class),Main,,4,20,1,1,8,11,30
43091,MATH,01122, 12,Rowan Select Classes ... `01-SEP to 20-DEC,Day,PRE-CALCULUS This section for Rowan Select students only`,Volz Elizabeth L,TRF     1100 1215 ENTPRZ 406 (Class),Main,,4,20,1,1,7,12,32
43092,MATH,01122, 13,Full Term ... `01-SEP to 20-DEC,Evening,PRE-CALCULUS,Savino Salvatore M,MW      2000 2115 JAMES 3114 (Class)`W       1830 1945 JAMES 3114 (Class),Main,,4,35,1,0,4,31,60
43093,MATH,01122, 14,Full Term ... `01-SEP to 20-DEC,Evening,PRE-CALCULUS,STAFF,MW      1700 1815 JAMES 3114 (Class)`M       1830 1945 JAMES 3114 (Class),Main,,4,35,1,-15,28,7,60
43094,MATH,01122, 15,Full Term ... `01-SEP to 20-DEC,Day,PRE-CALCULUS,STAFF,MWF     1100 1215 ROBSON 101A (Class),Main,,4,35,1,-14,33,2,40
43095,MATH,01122, 16,Full Term ... `01-SEP to 20-DEC,Day,PRE-CALCULUS-LC,Schade Stacie Rueblinger,MWF     0930 1045 ROBSON 227 (Class),Main,,4,0,0,0,23,-23,50
43096,MATH,01123,  1,Full Term ... `01-SEP to 20-DEC,Day,COLLEGE ALGEBRA,Berry Olga,MW      0800 0915 ROBSON 227 (Class),Main,,3,35,0,0,35,0,50
43097,MATH,01123,  2,Full Term ... `01-SEP to 20-DEC,Day,COLLEGE ALGEBRA,Berry Olga,WF      1100 1215 ROBSON 101B (Class),Main,,3,35,0,0,35,0,40
43098,MATH,01123,  3,Full Term ... `01-SEP to 20-DEC,Day,COLLEGE ALGEBRA,STAFF,WF      1230 1345 ROBSON 101B (Class),Main,,3,35,0,0,35,0,40
43099,MATH,01123,  4,Full Term ... `01-SEP to 20-DEC,Day,COLLEGE ALGEBRA,Sharma Deoki N,TR      1400 1515 JAMES 3114 (Class),Main,,3,35,0,0,35,0,60
43100,MATH,01123,  5,Full Term ... `01-SEP to 20-DEC,Evening,COLLEGE ALGEBRA,Heil Dawn E.,MW      1830 1945 JAMES 2101 (Class),Main,,3,35,0,0,35,0,36
43101,MATH,01123,  6,Full Term ... `01-SEP to 20-DEC,Evening,COLLEGE ALGEBRA,Heil Dawn E.,MW      2000 2115 JAMES 2101 (Class),Main,,3,35,0,0,12,23,36
43102,MATH,01123,  7,Full Term ... `01-SEP to 20-DEC,Day,COLLEGE ALGEBRA,Sharma Deoki N,TR      1230 1345 ROBSON 227 (Class),Main,,3,35,0,0,35,0,50
43103,MATH,01123,  8,Full Term ... `01-SEP to 20-DEC,Evening,COLLEGE ALGEBRA,STAFF,MW      2000 2115 JAMES 2102 (Class),Main,,3,35,0,0,7,28,36
43104,MATH,01123,  9,Rowan Select Classes ... `01-SEP to 20-DEC,Day,COLLEGE ALGEBRA This section for Rowan Select students only`,STAFF,MW      1100 1215 ENTPRZ 406 (Class),Main,,3,20,0,0,18,2,32
