CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,ARRAY(0x30e5dc0),Room Cap
21515,MATH,01122,  1,Full Term ... `17-JAN to 08-MAY,Day,PRE-CALCULUS,STAFF,MWF     0800 0915 ROBSON 101A (Class),Main,,4,36,0,0,0,36,40
21518,MATH,01122,  2,Full Term ... `17-JAN to 08-MAY,Day,PRE-CALCULUS,STAFF,MWF     0930 1045 ROBSON 101A (Class),Main,,4,36,0,0,0,36,40
21519,MATH,01122,  3,Full Term ... `17-JAN to 08-MAY,Day,PRE-CALCULUS,STAFF,TRF     0930 1045 ROBSON 101B (Class),Main,,4,36,0,0,0,36,40
21520,MATH,01122,  4,Full Term ... `17-JAN to 08-MAY,Day,PRE-CALCULUS,STAFF,TRF     1100 1215 ROBSON 101B (Class),Main,,4,36,0,0,0,36,40
21521,MATH,01122,  5,Full Term ... `17-JAN to 08-MAY,Day,PRE-CALCULUS,STAFF,TRF     1530 1645 ROBSON 212 (Class),Main,,4,36,0,0,0,36,40
21522,MATH,01122,  6,Full Term ... `17-JAN to 08-MAY,Evening,PRE-CALCULUS,STAFF,MW      1700 1815 ROBSON 101A (Class)`W       1830 1920 ROBSON 101A (Class),Main,,4,36,0,0,0,36,40
21524,MATH,01122,  7,Full Term ... `17-JAN to 08-MAY,Evening,PRE-CALCULUS,STAFF,MTR     1700 1815 JAMES 2101 (Class),Main,,4,0,0,0,0,0,36
21525,MATH,01123,  1,Full Term ... `17-JAN to 08-MAY,Day,COLLEGE ALGEBRA,STAFF,WF      0800 0915 JAMES 2102 (Class),Main,,3,36,0,0,0,36,36
21527,MATH,01123,  2,Full Term ... `17-JAN to 08-MAY,Day,COLLEGE ALGEBRA,STAFF,WF      1100 1215 JAMES 2102 (Class),Main,,3,36,0,0,0,36,36
21528,MATH,01123,  3,Full Term ... `17-JAN to 08-MAY,Day,COLLEGE ALGEBRA,STAFF,TR      0800 0915 ROBSON 101A (Class),Main,,3,36,0,0,0,36,40
21529,MATH,01123,  4,Full Term ... `17-JAN to 08-MAY,Day,COLLEGE ALGEBRA,STAFF,TR      0930 1045 ROBSON 101A (Class),Main,,3,36,0,0,0,36,40
21530,MATH,01123,  5,Full Term ... `17-JAN to 08-MAY,Evening,COLLEGE ALGEBRA,STAFF,MW      1830 1945 ROBSON 101B (Class),Main,,3,36,0,0,0,36,40
21531,MATH,01123,  6,Full Term ... `17-JAN to 08-MAY,Evening,COLLEGE ALGEBRA,STAFF,MW      2000 2115 ROBSON 101B (Class),Main,,3,36,0,0,0,36,40
21533,MATH,01123,  7,Full Term ... `17-JAN to 08-MAY,Day,COLLEGE ALGEBRA,STAFF,TR      1400 1515 JAMES 2101 (Class),Main,,3,0,0,0,0,0,36
21551,MATH,01130,  1,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS I,STAFF,MWF     1230 1345 JAMES 1115 (Class),Main,,4,36,0,0,0,36,36
21540,MATH,01130,  2,Full Term ... `17-JAN to 08-MAY,Evening,CALCULUS I,STAFF,MW      1700 1815 JAMES 1115 (Class)`W       1830 1920 JAMES 1115 (Class),Main,,4,36,0,0,0,36,36
21542,MATH,01130,  3,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS I,STAFF,MWF     1530 1645 ROBSON 101A (Class),Main,,4,36,0,0,0,36,40
21543,MATH,01130,  4,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS I,STAFF,MWF     1230 1345 ROBSON 101A (Class),Main,,4,36,0,0,0,36,40
21544,MATH,01130,  5,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS I,STAFF,TRF     0800 0915 JAMES 1115 (Class),Main,,4,36,0,0,0,36,36
21545,MATH,01130,  6,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS I,STAFF,TWF     1100 1215 ROBSON 227 (Class),Main,,4,36,0,0,0,36,50
21546,MATH,01130,  7,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS I,STAFF,MWR     1400 1515 JAMES 3114 (Class),Main,,4,36,0,0,0,36,60
21541,MATH,01130,  8,Full Term ... `17-JAN to 08-MAY,Evening,CALCULUS I,STAFF,TR      1700 1815 JAMES 1115 (Class)`R       1830 1920 JAMES 1115 (Class),Main,,4,36,0,0,0,36,36
21547,MATH,01130,  9,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS I,STAFF,MWF     1530 1645 JAMES 2102 (Class),Main,,4,36,0,0,0,36,36
21548,MATH,01130, 10,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS I,STAFF,TR      0735 0915 ROBSON 101B (Class),Main,,4,36,0,0,0,36,40
21549,MATH,01130, 11,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS I-LC,STAFF,TRF     1230 1345 JAMES 3114 (Class),Main,,4,0,0,0,0,0,60
21550,MATH,01130, 12,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS I,STAFF,MW      1400 1540 JAMES 2105 (Class),Main,,4,36,0,0,0,36,30
21702,MATH,01130, 13,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS I,STAFF,M       1530 1645 RUCAB 111 (Class)`M       1700 1750 RUCAB 111 (Class)`W       1530 1645 RUCAB 306 (Class)`W       1700 1750 RUCAB 306 (Class),Camden,,4,25,0,0,0,25,25
21554,MATH,01131,  1,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS II,STAFF,MW      0735 0915 ROBSON 227 (Class),Main,,4,36,0,0,0,36,50
21555,MATH,01131,  2,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS II,STAFF,MWF     0930 1045 ROBSON 310 (Class),Main,,4,30,0,0,0,30,31
21556,MATH,01131,  3,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS II,STAFF,MTR     0930 1045 JAMES 3114 (Class),Main,,4,36,0,0,0,36,60
21557,MATH,01131,  4,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS II,STAFF,TRF     0930 1045 ROBSON 227 (Class),Main,,4,36,0,0,0,36,50
21552,MATH,01131,  5,Full Term ... `17-JAN to 08-MAY,Evening,CALCULUS II,STAFF,MW      1700 1815 ROBSON 227 (Class)`M       1830 1920 ROBSON 227 (Class),Main,,4,36,0,0,0,36,50
21558,MATH,01131,  6,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS II,STAFF,MWF     1230 1345 ROBSON 324 (Class),Main,,4,30,0,0,0,30,30
21559,MATH,01131,  7,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS II,STAFF,MWF     1100 1215 ENTPRZ 406 (Class),Main,,4,32,0,0,0,32,32
21560,MATH,01131,  8,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS II,STAFF,MWR     1530 1645 JAMES 2101 (Class),Main,,4,36,0,0,0,36,36
21553,MATH,01131,  9,Full Term ... `17-JAN to 08-MAY,Evening,CALCULUS II,STAFF,TR      1700 1815 ROBSON 101A (Class)`T       1830 1920 ROBSON 101A (Class),Main,,4,36,0,0,0,36,40
21562,MATH,01131, 10,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS II,STAFF,MTR     0800 0915 JAMES 3114 (Class),Main,,4,36,0,0,0,36,60
21563,MATH,01131, 11,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS II,STAFF,MWF     1230 1345 ENTPRZ 406 (Class),Main,,4,32,0,0,0,32,32
21564,MATH,01131, 12,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS II,STAFF,MWF     1530 1645 JAMES 1115 (Class),Main,,4,36,0,0,0,36,36
21565,MATH,01131, 13,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS II,STAFF,TRF     1530 1645 ROBSON 308 (Class),Main,,4,30,0,0,0,30,30
21566,MATH,01131, 14,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS II,STAFF,TRF     1100 1215 JAMES 1115 (Class),Main,,4,36,0,0,0,36,36
21567,MATH,01131, 15,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS II-LC,STAFF,TRF     1230 1345 JAMES 2101 (Class),Main,,4,0,0,0,0,0,36
21568,MATH,01131, 16,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS II,STAFF,MTR     1230 1345 JAMES 2102 (Class),Main,,4,36,0,0,0,36,36
21569,MATH,01201,  1,Full Term ... `17-JAN to 08-MAY,Day,STRUCTURES OF MATH I,STAFF,MW      1400 1515 ROBSON 212 (Class),Main,,3,36,0,0,0,36,40
21570,MATH,01201,  2,Full Term ... `17-JAN to 08-MAY,Evening,STRUCTURES OF MATH I,STAFF,MW      1700 1815 ROBSON 212 (Class),Main,,3,36,0,0,0,36,40
21571,MATH,01201,  3,Full Term ... `17-JAN to 08-MAY,Evening,STRUCTURES OF MATH I,STAFF,T       1830 1945 ROBSON 212 (Class)`T       2000 2115 ROBSON 212 (Class),Main,,3,36,0,0,0,36,40
21573,MATH,01201,  4,Full Term ... `17-JAN to 08-MAY,Day,STRUCTURES OF MATH I,STAFF,TR      1100 1215 ROBSON 101A (Class),Main,,3,36,0,0,0,36,40
21576,MATH,01202,  1,Full Term ... `17-JAN to 08-MAY,Day,INTRO GEOMETRY,STAFF,TR      0930 1045 BUSN 221 (Class),Main,,3,0,0,0,0,0,40
21577,MATH,01210,  1,Full Term ... `17-JAN to 08-MAY,Day,LINEAR ALGEBRA,STAFF,TR      1530 1645 JAMES 1115 (Class),Main,,3,36,0,0,0,36,36
21579,MATH,01210,  2,Full Term ... `17-JAN to 08-MAY,Day,LINEAR ALGEBRA,STAFF,MW      0930 1045 ROBSON 101B (Class),Main,,3,36,0,0,0,36,40
21580,MATH,01210,  3,Full Term ... `17-JAN to 08-MAY,Day,LINEAR ALGEBRA,STAFF,MW      1230 1345 ROBSON 101B (Class),Main,,3,36,0,0,0,36,40
21581,MATH,01210,  4,Full Term ... `17-JAN to 08-MAY,Day,LINEAR ALGEBRA,STAFF,TR      1400 1515 ROBSON 308 (Class),Main,,3,0,0,0,0,0,30
21582,MATH,01230,  1,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS III,STAFF,MWR     1400 1515 ROBSON 227 (Class),Main,,4,36,0,0,0,36,50
21583,MATH,01230,  2,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS III,STAFF,TRF     0930 1045 JAMES 2101 (Class),Main,,4,36,0,0,0,36,36
21584,MATH,01230,  3,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS III,STAFF,MW      1400 1515 JAMES 2101 (Class)`F       1230 1320 JAMES 2102 (Class),Main,,4,36,0,0,0,36,36
21585,MATH,01230,  4,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS III,STAFF,MWF     1530 1645 ROBSON 324 (Class),Main,,4,30,0,0,0,30,30
21587,MATH,01230,  5,Full Term ... `17-JAN to 08-MAY,Day,CALCULUS III,STAFF,TRF     0800 0915 JAMES 2101 (Class),Main,,4,36,0,0,0,36,36
21588,MATH,01231,  1,Full Term ... `17-JAN to 08-MAY,Day,ORDINARY DIFFER EQUAT,STAFF,MW      0930 1045 JAMES 1115 (Class),Main,,3,36,0,0,0,36,36
21589,MATH,01231,  2,Full Term ... `17-JAN to 08-MAY,Day,ORDINARY DIFFER EQUAT,STAFF,TR      1400 1515 ROBSON 324 (Class),Main,,3,30,0,0,0,30,30
21590,MATH,01235,  1,Full Term ... `17-JAN to 08-MAY,Day,MATH FOR ENGR ANALYSIS,STAFF,TRF     1230 1345 ROBSON 101B (Class),Main,,4,36,0,0,0,36,40
21591,MATH,01235,  2,Full Term ... `17-JAN to 08-MAY,Evening,MATH FOR ENGR ANALYSIS,STAFF,MW      2000 2115 ROBSON 101A (Class)`M       1830 1945 ROBSON 101A (Class),Main,,4,36,0,0,0,36,40
21593,MATH,01235,  3,Full Term ... `17-JAN to 08-MAY,Day,MATH FOR ENGR ANALYSIS,STAFF,MTR     1530 1645 ROBSON 227 (Class),Main,,4,36,0,0,0,36,50
21594,MATH,01235,  4,Full Term ... `17-JAN to 08-MAY,Day,MATH FOR ENGR ANALYSIS,STAFF,TRF     1230 1345 ROBSON 310 (Class),Main,,4,30,0,0,0,30,31
21595,MATH,01235,  5,Full Term ... `17-JAN to 08-MAY,Evening,MATH FOR ENGR ANALYSIS,STAFF,TR      2000 2115 ROBSON 101B (Class)`T       1830 1945 ROBSON 101B (Class),Main,,4,36,0,0,0,36,40
21596,MATH,01235,  6,Full Term ... `17-JAN to 08-MAY,Day,MATH FOR ENGR ANALYSIS,STAFF,MTR     1400 1515 JAMES 2102 (Class),Main,,4,36,0,0,0,36,36
21597,MATH,01235,  7,Full Term ... `17-JAN to 08-MAY,Evening,MATH FOR ENGR ANALYSIS,STAFF,TR      1700 1815 ROBSON 101B (Class)`R       1830 1945 ROBSON 101B (Class),Main,,4,36,0,0,0,36,40
21598,MATH,01235,  8,Full Term ... `17-JAN to 08-MAY,Day,MATH FOR ENGR ANALYSIS,STAFF,TRF     1100 1215 ROBSON 310 (Class),Main,,4,30,0,0,0,30,31
21599,MATH,01235,  9,Full Term ... `17-JAN to 08-MAY,Day,MATH FOR ENGR ANALYSIS,STAFF,TRF     0930 1045 JAMES 1115 (Class),Main,,4,36,0,0,0,36,36
21600,MATH,01235, 10,Full Term ... `17-JAN to 08-MAY,Day,MATH FOR ENGR ANALYSIS,STAFF,TRF     0930 1045 JAMES 2102 (Class),Main,,4,36,0,0,0,36,36
21601,MATH,01301,  1,Full Term ... `17-JAN to 08-MAY,Day,STRUCTURES OF MATH II,STAFF,MW      1400 1515 JAMES 1115 (Class),Main,,3,36,0,0,0,36,36
21602,MATH,01301,  2,Full Term ... `17-JAN to 08-MAY,Day,STRUCTURES OF MATH II,STAFF,TR      1400 1515 ROBSON 101A (Class),Main,,3,36,0,0,0,36,40
21603,MATH,01301,  3,Full Term ... `17-JAN to 08-MAY,Day,STRUCTURES OF MATH II,STAFF,MW      0930 1045 JAMES 2102 (Class),Main,,3,36,0,0,0,36,36
21604,MATH,01301,  4,Full Term ... `17-JAN to 08-MAY,Evening,STRUCTURES OF MATH II,STAFF,MW      1700 1815 ROBSON 101B (Class),Main,,3,36,0,0,0,36,40
21605,MATH,01301,  5,Full Term ... `17-JAN to 08-MAY,Evening,STRUCTURES OF MATH II,Milou  Eric,R       1830 1945 ROBSON 101A (Class)`R       2000 2115 ROBSON 101A (Class),Main,,3,36,0,0,0,36,40
21606,MATH,01310,  1,Full Term ... `17-JAN to 08-MAY,Day,COLLEGE GEOMETRY,STAFF,MW      0800 0915 ROBSON 212 (Class)`MW      0930 1045 ROBSON 212 (Class),Main,,4,36,0,0,0,36,40
21607,MATH,01310,  2,Full Term ... `17-JAN to 08-MAY,Day,COLLEGE GEOMETRY,STAFF,MW      1530 1645 ROBSON 310 (Class)`MW      1700 1815 ROBSON 310 (Class),Main,,4,0,0,0,0,0,31
21609,MATH,01330,  1,Full Term ... `17-JAN to 08-MAY,Day,INTRO REAL ANALYSIS I,STAFF,MW      1400 1515 ROBSON 324 (Class),Main,,3,30,0,0,0,30,30
21610,MATH,01330,  2,Full Term ... `17-JAN to 08-MAY,Day,INTRO REAL ANALYSIS I,STAFF,TR      1530 1645 ROBSON 324 (Class),Main,,3,30,0,0,0,30,30
21614,MATH,01331,  1,Full Term ... `17-JAN to 08-MAY,Day,INTRO REAL ANALYSIS II,STAFF,MW      1400 1515 ROBSON 101A (Class),Main,,3,30,0,0,0,30,40
21615,MATH,01332,  1,Full Term ... `17-JAN to 08-MAY,Day,NUMERICAL ANALYSIS,STAFF,MW      1400 1515 ROBSON 101B (Class),Main,,3,36,0,0,0,36,40
21611,MATH,01340,  1,Full Term ... `17-JAN to 08-MAY,Day,MODERN ALGEBRA,STAFF,MW      1230 1345 JAMES 2101 (Class),Main,,3,36,0,0,0,36,36
21612,MATH,01340,  2,Full Term ... `17-JAN to 08-MAY,Day,MODERN ALGEBRA,STAFF,MW      1530 1645 ROBSON 101B (Class),Main,,3,0,0,0,0,0,40
21616,MATH,01386,  1,Full Term ... `17-JAN to 08-MAY,Day,INTRO PARTL DIFFTL EQTNS,STAFF,TR      1100 1215 JAMES 2102 (Class),Main,,3,36,0,0,0,36,36
21617,MATH,01410,  1,Full Term ... `17-JAN to 08-MAY,Evening,HISTORY OF MATH,STAFF,W       1830 1945 ROBSON 227 (Class)`W       2000 2115 ROBSON 227 (Class),Main,,3,36,0,0,0,36,50
21619,MATH,01430,  1,Full Term ... `17-JAN to 08-MAY,Day,INTRO COMPLEX ANALYSIS,STAFF,TR      0800 0915 ROBSON 324 (Class),Main,,3,30,0,0,0,30,30
21620,MATH,01498,  1,Full Term ... `17-JAN to 08-MAY,Day,MATH SEMINAR-WI,STAFF,F       0930 1045 ROBSON 324 (Class)`F       1100 1215 ROBSON 324 (Class),Main,,3,0,0,0,0,0,30
21622,MATH,01498,  2,Full Term ... `17-JAN to 08-MAY,Evening,MATH SEMINAR-WI,STAFF,T       1700 1815 ROBSON 324 (Class)`T       1830 1945 ROBSON 324 (Class),Main,,3,0,0,0,0,0,30
21624,MATH,01503,  1,Full Term ... `17-JAN to 08-MAY,Evening,NUMBER THEORY,STAFF,W       1830 1945 ROBSON 310 (Class)`W       2000 2115 ROBSON 310 (Class),Main,,3,20,0,0,0,20,31
21623,MATH,01510,  1,Full Term ... `17-JAN to 08-MAY,Evening,REAL ANALYSIS I,STAFF,,Main,,3,0,0,0,0,0,
24194,MATH,01511,  1,Full Term ... `17-JAN to 08-MAY,Evening,REAL ANALYSIS II,STAFF,M       1830 1945 ROBSON 310 (Class)`M       2000 2115 ROBSON 310 (Class),Main,,3,20,0,0,0,20,31
24198,MATH,01523,  1,Full Term ... `17-JAN to 08-MAY,Evening,ST:APPLIED SURVIVAL ANALYSIS,Papachristou  Charalampos,R       1830 1945 ROBSON 324 (Class)`R       2000 2115 ROBSON 324 (Class),Main,,3,20,0,0,0,20,30
21625,MATH,01533,  1,Full Term ... `17-JAN to 08-MAY,Evening,GRAD SEMINAR MATH,STAFF,T       1830 1945 ROBSON 310 (Class)`T       2000 2115 ROBSON 310 (Class),Main,,3,0,0,0,0,0,31
21627,MATH,03125,  1,Full Term ... `17-JAN to 08-MAY,Day,CALC TECHNIC/APPLIC,STAFF,MW      1100 1215 ROBSON 101A (Class),Main,,3,36,0,0,0,36,40
21628,MATH,03125,  2,Full Term ... `17-JAN to 08-MAY,Day,CALC TECHNIC/APPLIC,STAFF,TR      1230 1345 ROBSON 101A (Class),Main,,3,36,0,0,0,36,40
21629,MATH,03125,  3,Full Term ... `17-JAN to 08-MAY,Evening,CALC TECHNIC/APPLIC,STAFF,MW      1830 1945 JAMES 2102 (Class),Main,,3,36,0,0,0,36,36
21630,MATH,03125,  4,Full Term ... `17-JAN to 08-MAY,Day,CALC TECHNIC/APPLIC,STAFF,WF      1530 1645 ROBSON 227 (Class),Main,,3,36,0,0,0,36,50
21632,MATH,03125,  5,Full Term ... `17-JAN to 08-MAY,Day,CALC TECHNIC/APPLIC,STAFF,TR      0930 1045 ROBSON 310 (Class),Main,,3,30,0,0,0,30,31
21633,MATH,03125,  6,Full Term ... `17-JAN to 08-MAY,Day,CALC TECHNIC/APPLIC,STAFF,MW      0800 0915 ROBSON 101B (Class),Main,,3,36,0,0,0,36,40
21635,MATH,03125,  7,Full Term ... `17-JAN to 08-MAY,Day,CALC TECHNIC/APPLIC,STAFF,TR      1530 1645 JAMES 2105 (Class),Main,,3,30,0,0,0,30,30
21636,MATH,03125,  8,Full Term ... `17-JAN to 08-MAY,Weekend,CALC TECHNIC/APPLIC,STAFF,S       0930 1045 ROBSON 324 (Class)`S       1100 1215 ROBSON 324 (Class),Main,,3,30,0,0,0,30,30
21637,MATH,03125,  9,Full Term ... `17-JAN to 08-MAY,Day,CALC TECHNIC/APPLIC,STAFF,TR      0800 0915 ROBSON 310 (Class),Main,,3,30,0,0,0,30,31
21638,MATH,03125, 10,Full Term ... `17-JAN to 08-MAY,Day,CALC TECHNIC/APPLIC,STAFF,MW      1100 1215 JAMES 3114 (Class),Main,,3,0,0,0,0,0,60
21640,MATH,03150,  1,Full Term ... `17-JAN to 08-MAY,Day,DISCRETE MATH-LC,STAFF,MW      0930 1045 JAMES 2101 (Class),Main,,3,0,0,0,0,0,36
21642,MATH,03150,  2,Full Term ... `17-JAN to 08-MAY,Day,DISCRETE MATH-LC,STAFF,TR      0930 1045 JAMES 2105 (Class),Main,,3,0,0,0,0,0,30
21643,MATH,03150,  3,Full Term ... `17-JAN to 08-MAY,Evening,DISCRETE MATH,STAFF,MW      1700 1815 ROBSON 324 (Class),Main,,3,30,0,0,0,30,30
21644,MATH,03150,  4,Full Term ... `17-JAN to 08-MAY,Evening,DISCRETE MATH,STAFF,MW      1830 1945 ROBSON 324 (Class),Main,,3,30,0,0,0,30,30
21645,MATH,03160,  1,Full Term ... `17-JAN to 08-MAY,Evening,DISCRETE STRUCTURES,STAFF,MW      1700 1815 JAMES 3114 (Class),Main,,3,36,0,0,0,36,60
21647,MATH,03160,  2,Full Term ... `17-JAN to 08-MAY,Evening,DISCRETE STRUCTURES,STAFF,TR      1700 1815 ROBSON 227 (Class),Main,,3,36,0,0,0,36,50
21648,MATH,03315,  1,Full Term ... `17-JAN to 08-MAY,Day,PATTERNS NTR II:PROJ IN CALC,STAFF,MW      1100 1240 SCIENC 144 (Class),Main,,4,25,0,0,0,25,26
24212,MAWR,01549,  1,Full Term ... `17-JAN to 08-MAY,Evening,ISSUES IN COMPOSITION STUDIES,Maxson  Jeffrey N.,M       1830 1945 BOZ 166 (Class)`M       2000 2115 BOZ 166 (Class),Main,,3,15,0,0,0,15,24
22469,MAWR,01556,  1,Full Term ... `17-JAN to 08-MAY,Evening,PERSP ON WRITING ASSESSMENT,STAFF,,Main,,3,0,0,0,0,0,
22470,MAWR,01559,  1,Full Term ... `17-JAN to 08-MAY,Evening,CORE II:RSRCH METHODS WRITERS,Kopp  Andrew Matthew,T       1830 1945 BOZ 133 (Class)`T       2000 2115 BOZ 133 (Class),Main,,3,18,0,0,0,18,23
22458,MAWR,01571,  1,Full Term ... `17-JAN to 08-MAY,Evening,SEMINAR II,Block  Ronald D,T       1830 1945 BOZ 118 (Class)`T       2000 2115 BOZ 118 (Class),Main,,3,15,0,0,0,15,38
22450,MAWR,01623,  1,Full Term ... `17-JAN to 08-MAY,Evening,WRIT STORIES CHILDRN/YNG ADUL,Jahn-Clough  Lisa Ellen,W       1830 1945 BOZ 118 (Class)`W       2000 2115 BOZ 118 (Class),Main,,3,15,0,0,0,15,38
22434,MAWR,02520,  1,Full Term ... `17-JAN to 08-MAY,Evening,WRITING THE NOVEL,Hornbacher  Marya Justine,R       1830 1945 BOZ 118 (Class)`R       2000 2115 BOZ 118 (Class),Main,,3,15,0,0,0,15,38
22426,MAWR,03520,  1,Full Term ... `17-JAN to 08-MAY,Day,M. A. IN WRITING INTERNSHIP,Kopp  Andrew Matthew,   ,Off-campus,,3,5,0,0,0,5,
22665,ME,10211,  1,Full Term ... `17-JAN to 08-MAY,Day,MECHANICAL ENGINEERING LAB,Constans  Eric W.,W       0800 0915 ROWAN 146/147 (Class)`W       0930 1045 ROWAN 146/147 (Class),Main,,2,24,0,0,0,24,30
22668,ME,10211,  2,Full Term ... `17-JAN to 08-MAY,Day,MECHANICAL ENGINEERING LAB,Mallouk  Kaitlin E,W       1100 1215 ROWAN 146/147 (Class)`W       1230 1345 ROWAN 146/147 (Class),Main,,2,24,0,0,0,24,30
22673,ME,10211,  3,Full Term ... `17-JAN to 08-MAY,Day,MECHANICAL ENGINEERING LAB,Rauchfuss  Jason W.,W       1400 1515 ROWAN 146/147 (Class)`W       1530 1645 ROWAN 146/147 (Class),Main,,2,24,0,0,0,24,30
22674,ME,10211,  4,Full Term ... `17-JAN to 08-MAY,Evening,MECHANICAL ENGINEERING LAB,Rauchfuss  Jason W.,W       1700 1815 ROWAN 146/147 (Class)`W       1830 1945 ROWAN 146/147 (Class),Main,,2,24,0,0,0,24,30
22675,ME,10322,  1,Full Term ... `17-JAN to 08-MAY,Day,THERMAL-FLUID SCIENCES II Thursday Lab meets in Rowan 146`,Bhatia  Krishan K,M       0800 0915 ENTPRZ 506 (Class)`M       0930 1045 ENTPRZ 506 (Class)`T       1100 1215 ENTPRZ 506 (Class)`R       0930 1045 ROWAN  (Class)`R       1100 1215 ROWAN  (Class),Main,,6,38,0,0,0,38,46
22676,ME,10322,  2,Full Term ... `17-JAN to 08-MAY,Day,THERMAL-FLUID SCIENCES II Friday Lab meets in Rowan 146`,Bakrania  Smitesh`Ebrahimi  Khosrow`,T       0930 1045 ENTPRZ 506 (Class)`R       0930 1045 ENTPRZ 506 (Class)`R       1100 1215 ENTPRZ 506 (Class)`F       1100 1215 ROWAN  (Class)`F       1230 1345 ROWAN  (Class),Main,,6,36,0,0,0,36,46
22677,ME,10322,  3,Full Term ... `17-JAN to 08-MAY,Day,THERMAL-FLUID SCIENCES II Friday Lab meets in Rowan 146`,Haas  Francis M.`Ebrahimi  Khosrow`,M       1100 1215 ENTPRZ 506 (Class)`W       0930 1045 ENTPRZ 506 (Class)`W       1100 1215 ENTPRZ 506 (Class)`F       0800 0915 ROWAN  (Class)`F       0930 1045 ROWAN  (Class),Main,,6,36,0,0,0,36,46
22680,ME,10342,  1,Full Term ... `17-JAN to 08-MAY,Day,QLTY/RELIAB DESIGN/MANF,Chandrupatla  Tirupathi R.,T       0930 1045 REXT 320 (Class)`W       1100 1215 REXT 320 (Class),Main,,3,36,0,0,0,36,40
22682,ME,10342,  2,Full Term ... `17-JAN to 08-MAY,Day,QLTY/RELIAB DESIGN/MANF,Chandrupatla  Tirupathi R.,MW      0930 1045 REXT 321 (Class),Main,,3,36,0,0,0,36,40
22683,ME,10342,  3,Full Term ... `17-JAN to 08-MAY,Day,QLTY/RELIAB DESIGN/MANF,Chandrupatla  Tirupathi R.,M       0800 0915 REXT 321 (Class)`R       0930 1045 REXT 321 (Class),Main,,3,36,0,0,0,36,40
22684,ME,10344,  1,Full Term ... `17-JAN to 08-MAY,Day,SYSTEM DYNAMICS AND CONTROL II,Ebrahimi  Khosrow,MW      1400 1515 REXT 321 (Class),Main,,3,36,0,0,0,36,40
22694,ME,10344,  2,Full Term ... `17-JAN to 08-MAY,Day,SYSTEM DYNAMICS AND CONTROL II,Ebrahimi  Khosrow,MW      1530 1645 REXT 321 (Class),Main,,3,36,0,0,0,36,40
22698,ME,10405,  1,Full Term ... `17-JAN to 08-MAY,Evening,SP TP MECH ENG:,STAFF,M       1700 1815 ENTPRZ 506 (Class)`M       1830 1945 ENTPRZ 506 (Class),Main,,3,20,0,0,0,20,46
22700,ME,10405,  2,Full Term ... `17-JAN to 08-MAY,Evening,SP TP MECH ENG:,Bhatia  Krishan K,T       1700 1815 REXT 107 (Class)`T       1830 1945 REXT 107 (Class),Main,,3,20,0,0,0,20,36
22706,ME,10405,  3,Full Term ... `17-JAN to 08-MAY,Evening,SP TP MECH ENG:,STAFF,,Main,,3,0,0,0,0,0,
22719,ME,10405,  4,Full Term ... `17-JAN to 08-MAY,Day,ST ME:RENEWABLE ENERGY,Xue  Wei,MW      1230 1345 BUSN 121 (Class),Main,,3,20,0,0,0,20,40
22722,ME,10405,  5,Full Term ... `17-JAN to 08-MAY,Day,SP TP MECH ENG:,STAFF,M       0800 0915 ENTPRZ 506 (Class)`W       0800 0915 REXT 321 (Class),Main,,3,20,0,0,0,20,40
22729,ME,10443,  1,Full Term ... `17-JAN to 08-MAY,Day,DESIGN FOR X,Kozachyn  Stephen M,W       1700 1815 ENTPRZ 509 (Class)`W       1830 1945 ENTPRZ 509 (Class),Main,,3,20,0,0,0,20,46
